lemma	part_of_speech	translations
black coal	noun	烟煤
black coffee	noun	清咖啡
black flag	noun	海盗旗
black francolin	noun	黑鷓鴣
black hole	noun	黑洞
black humor	noun	黑色幽默
black ice	noun	黑冰
black kite	noun	黑鸢
black magic	noun	黑魔法
black market	noun	黑市
black panther	noun	黑豹
black poplar	noun	楊樹
black powder	noun	火药
black pudding	noun	血腸
black radish	noun	长羽裂萝卜
black rhinoceros	noun	黑犀
black sheep	noun	原始的|不合群的人
black swan	noun	黑天鹅
black tea	noun	赤汤茶|红茶
black tetra	noun	黑寡妇
black widow	noun	黑寡妇
black-and-white	adjective	黑白
black-eyed pea	noun	牛豆
black-headed gull	noun	红嘴鸥
black-legged kittiwake	noun	三趾鷗
black-throated diver	noun	黑喉潛鳥
blackamoor	noun	代笔作家
blackberry	noun	黑莓
blackbird	noun	乌鸫|烏鶇
blackboard	noun	黑板
blackbody	noun	黑体
blackcurrant	noun	黑加仑
blacken	verb	弄脏
blackjack	noun	二十一
blacklist	noun	黑名單
blackmail	noun	勒索
blackness	noun	黑
blackout	noun	昏迷|白
blacksmith	noun	铁匠
bladder	noun	膀胱|氣囊|球膽
bladder cancer	noun	膀胱癌
bladdernut	noun	省沽油属
blade	noun	刀片
blame	noun	毛病
blameworthy	adjective	有罪
bland	adjective	軟|淡|朋友
blank	adjective	无表情|干|白|白色|时期|取消
blanket	noun	毯子
blasphemy	noun	褻瀆
blast	noun	爆炸
blasted	adjective	死了
blastema	noun	胚基
blastomere	noun	卵裂球
blastula	noun	囊胚
blatant	adjective	明确
blaze	noun	火|燃烧
blazon	noun	纹章描述
bleach	noun	漂白水
bleak	adjective	苍白|沙漠|哀伤|欧白鱼
bleakness	noun	悲傷
bleariness	noun	疲劳
bleary	adjective	累
blech		呸
blee	noun	颜色
bleed	noun	出血|血液|使洁净|碰
bleeding	noun	出血
blemish	noun	污跡
blend	noun	混合物|混
blender	noun	混合器
bless	verb	[[#
bless you		一百歲
blessing	noun	[[#
blight	noun	害人虫
blimp	noun	飞艇
blind	adjective	盲|百葉窗
blind spot	noun	盲点|盲目性|陌生人
blindfold	noun	繃帶|帆
blindness	noun	盲目性
bliss	noun	得体
blissful	adjective	奇妙
blister	noun	膀胱
blistering	adjective	尖
blithe	adjective	漫不经心的|开心
blitz	noun	閃電戰
blitzkrieg	noun	閃電戰
blizzard	noun	雪暴|山
blob	noun	面团
blobfish	noun	水滴鱼
bloc	noun	联合
block	noun	公寓|令|立方體|島|堵塞
blockade	verb	堵塞
blockchain	noun	区块链
blockhead	noun	傻子
blog	noun	博客
blogger	noun	博主
blogpost	noun	票
bloke	noun	男生
blood	noun	血液|血
blood brother	noun	兄弟
blood clot	noun	血栓
blood donation	noun	捐血 juān xùe
blood flow	noun	血流
blood is thicker than water		血浓于水
blood loss	noun	出血
blood orange	noun	血橙
blood plasma	noun	血浆
blood pressure	noun	血压
blood relation	noun	同族
blood sausage	noun	糯米肠
blood sugar	noun	血糖
blood transfusion	noun	輸血
blood type	noun	血型
blood vessel	noun	血管
bloodhound	noun	侦探
bloodstream	noun	血流
bloody	adjective	該死的
bloody mary	noun	血腥瑪麗
bloom	noun	放大鏡|花朵|天鹅绒|帆
bloomers	noun	灯笼裤
blooper	noun	青蛙
blossom	noun	花|开
blot	noun	缎纹
blot out	verb	去世
blotch	noun	缎纹
blow	verb	吹
blow out	verb	熄滅
blow over	verb	击落|升級
blow the whistle	verb	吹口哨
blow up	verb	激增
blower	noun	吹风机
blowjob	noun	口交
blubber	noun	脂肪
blubbo	noun	海象
bludgeon	noun	棍棒
blue	adjective	蓝|蓝色
blue cheese	noun	蓝干酪
blue giant	noun	蓝超巨星
blue hour	noun	華燈初上
blue mussel	noun	蓝贝
blue state	noun	蓝州
blue whale	noun	蓝鲸
blue-eyed	adjective	清白
blue-eyed boy	noun	发圈
blueberry	noun	藍莓
blueprint	noun	安排
blues	noun	悲哀
bluff	noun	悬崖
blunt	adjective	鈍|二百五|韭葱
bluntly	adverb	意外
blur	noun	品牌|拭除
blurb	noun	封四
blurry	adjective	懵
blush	noun	红色|胭脂|鮭魚
blustery	adjective	暴风雨的
boar	noun	公豬
board	noun	木板|碟|黑板|委员会|抚恤金|旗子
board up	verb	禁止
boarder	noun	海盜
boarding gate	noun	口
boarding house	noun	抚恤金|寄宿学校
boarding school	noun	寄宿学校
boards	noun	籬笆
boast	noun	吹嘘|吹牛
boastful	adjective	吹嘘
boat	noun	船|小船
bob	noun	铅|搖晃
bob haircut	noun	四方形
bobbin	noun	易拉罐
bobby	noun	公狗
bobcat	noun	短尾貓
bobsleigh	noun	有舵雪橇
bocce	noun	地板滾球
bodhicitta	noun	菩提心|道意
bodhisattva	noun	菩提萨埵
bodily	adjective	身
bodily fluid	noun	體液
body	noun	身体|身體
body hair	noun	毛
body of water	noun	水
body shop	noun	車體風格
bodybuilding	noun	健美运动|車體風格
bodywork	noun	車體風格|车身
boffin	noun	科学家
bog	noun	沼澤
bog bilberry	noun	𣛭柿
bogeyman	noun	椰子
boggle	verb	是
bogue	noun	牛眼鯛
bogus	adjective	骗子|丑
bohrium	noun	𨨏
boil	verb	煮
boil down	verb	減少
boiled egg	noun	煮鸡蛋
boiler	noun	锅炉
boiler suit	noun	青蛙
boink	verb	肏
boisterous	adjective	高声|动物
bok choy	noun	大白菜
bold	adjective	勇敢|胖
bole	noun	树干
boll	noun	种子|包
bollard	noun	系缆桩
bollock	noun	卵|使腐烂
bollocks	noun	放屁
bolster	noun	长枕|生長
bolt	noun	弩箭|闩|螺栓|闪电|消
bolt cutter	noun	斷線鉗
bolt from the blue	noun	晴天霹雳 晴天霹靂
bolus	noun	口
bomb	noun	炸弹
bombard	verb	炮擊
bombardment	noun	炮击
bombe	noun	气雾剂
bomber	noun	轰炸机
bombing	noun	轟炸
bombshell	noun	气雾剂
bon appétit		慢慢吃
bon voyage		一路平安
bona fide	adjective	右|誠意
bond	noun	部|義務|结合|器官系統|扎
bondage	noun	奴隶制度
bondman	noun	奴隶
bone	noun	骨|骨头
bone marrow	noun	髓
bone meal	verb	骨粉
bone-idle	adjective	惰
bonfire	noun	營火
bongo	noun	邦哥鼓
bonk	noun	疙瘩|冲击|肏
bonkers	adjective	傻
bonnet	noun	贝雷帽|引擎蓋
bonnie	adjective	快乐|漂亮
bonobo	noun	倭黑猩猩
bonsai	verb	盆景
bonsho	noun	佛鐘
bonus	noun	奖金
bonze	noun	僧
bonzer	adjective	优秀
boo hoo		嗚嗚
boob	noun	咪咪
booby	noun	傻子|乳房|疯狂的
booger	noun	鼻屎
book	noun	書|书
bookcase	noun	书架
booking	noun	預訂
bookkeeper	noun	會計員
bookkeeping	noun	[[#
bookmark	noun	书签
bookseller	noun	旧书商|书局
bookshelf	noun	书架
bookshop	noun	书店
bookworm	noun	书呆子
boom	noun	乔木|矛
boomerang	noun	回飞棒
boon	noun	意外收获|天才
boondock	noun	大草原
boor	noun	乡巴佬
boost	noun	衝力|支持|增加|推|偷窃
booster	noun	支持
booster dose	noun	交叉引用
boot	noun	靴子
booth	noun	摊位|細胞
bootleg	adjective	黑|走私
bootlicker	noun	拍马者
bootmaker	noun	靴匠
bootstrap	noun	蹦床|引导程序
booty	noun	抢劫|屁股|一夜情
booze	noun	分|加油
borage	noun	琉璃苣
border	noun	国境|兰特
border guard	noun	邊防軍 边防军
borderland	noun	边塞
borderline	adjective	国境
bore	noun	口徑
boreal	adjective	北
boredom	noun	烦
boric acid	noun	硼酸
boring	adjective	讨厌的
boron	noun	硼
borough	noun	市政當局
borrow	verb	借
bosom	adjective	乳房
bosom friend	noun	好朋友
boson	noun	玻色子
bosozoku	noun	暴走族
boss	noun	老板|插座|釦子|头目
bot	noun	机器人
botanical	adjective	植物学
botanical garden	noun	[[#
botanist	noun	植物学家
botany	noun	植物学
botched	adjective	作風​馬虎​的
both		两
bother	verb	粪|困扰
bottle	noun	瓶子|瓶
bottle brush	noun	洗瓶刷
bottle cap	noun	胶囊剂
bottleneck	noun	交通堵塞
bottom	noun	下面|屁股|受动
bottom line	noun	提要
bottoms up		一口干
bough	noun	枝
bougie	adjective	草莓
bouillon	noun	汤
boulder	noun	岩石
boules	noun	地擲球
bounce off the walls	verb	是
bounced cheque	noun	空头支票
bouncer	noun	大猩猩
bound	noun	端子|跃迁|炒
bound morpheme	noun	规范词素
boundary	noun	國境|兰特
bounteous	adjective	优厚
bounty	noun	天才|奖金
bounty hunter	noun	赏金猎人
bouquet	noun	花束
bourgeoisie	noun	中产阶级
boustrophedon	noun	牛耕式轉行書寫法
bout	noun	波|打|袭击
bovine	adjective	牛
bow	noun	弓
bow grip	noun	婴儿车
bow out	verb	退出
bowdlerize	verb	审查
bowel	noun	肠
bowel movement	noun	排便
bowels	noun	肠
bowl	noun	碗
bowler hat	noun	圆顶礼帽
bowline	noun	稱人結
bowling	noun	保齡球
bowling alley	noun	保龄球
bowser	noun	伏地挺身
bowstring	noun	繩子
box	noun	箱子
box office	noun	售票
box plot	noun	箱形圖
box seat	noun	总部
boxer	noun	拳击手
boxer shorts	noun	四角裤
boxful	noun	匣
boxing	noun	拳击
boy	noun	男孩|男孩儿
boy scout	noun	童子军
boycott	noun	抵制
boyfriend	noun	男朋友
boyhood	noun	婴儿期
boyish	adjective	男儿
bra	noun	胸罩|奶罩
brace	noun	蛙泳|部|力矩
bracelet	noun	手镯
braces	noun	器官系統
brachiosaur	noun	腕龍 腕龙
brachiosaurus	noun	腕龍 腕龙
bracket	noun	괄호(括弧)|區間
brackish	adjective	咸
bradycardia	noun	徐脈
brag	verb	吹嘘
bragger	noun	虛
braid	noun	辫子
braille	noun	点字
brain	noun	脑|头脑
brain death	noun	脑死
brain drain	verb	头脑流出
brain stem	noun	脑干
brainstorming	noun	脑力激荡法
brainwash	verb	洗脑
brainwashing	noun	洗脑
braise	verb	焖
brake	noun	剎車
bran	noun	麸皮
branch	noun	树枝|枝|分流|科|分
branch off	verb	轉彎
brand	noun	品牌|背 面|门
brandy	noun	白兰地
brane	noun	膜
brashness	noun	厚顏
brass	noun	黃銅|妓女|意大利麵
brass band	noun	铜管乐队
brass instrument	noun	金属
brasserie	noun	啤酒厂
brat	noun	侏儒
bratwurst	noun	德国碎肉香肠
brave	adjective	勇敢
bravery	noun	勇氣
brawl	noun	打群架|吵架
brazilwood	noun	苏木
breach of contract	noun	違約
breach of the peace	noun	破壞社會安寧
bread	noun	麵包|面包
bread and circuses	noun	面包与马戏
bread maker	noun	製麵包機
bread roll	noun	包
breadstick	noun	喙
breadth	noun	宽度
breadwinner	noun	生计
break	noun	休息|时期|時間|黎明|变化|入口|坏
break a lance	verb	打
break camp	verb	滾
break down	verb	分析
break ground	verb	揭下
break in	verb	盯
break one's fast	verb	早飯
break out	verb	逃跑|爆裂
break up	verb	中断|压制
break wind	verb	放屁
breakdown	noun	故障
breaker	noun	刀片
breakfast	noun	早飯|早饭
breaking news	noun	快報
breakout	noun	爆炸
breakthrough	adjective	资本|交
breakup	noun	分开
breakwater	noun	防波堤
bream	noun	东方欧鳊(引进)
breast	noun	乳房
breastaurant	noun	餐馆|母亲
breastbone	noun	胸骨
breastfeed	verb	喂奶
breastfeeding	noun	母乳餵養
breaststroke	noun	蛙泳
breath	noun	气
breathe	verb	呼吸
breather	noun	全休止符
breathing	noun	呼吸作用
breech	noun	短衬裤
breeches	noun	短衬裤
breed	noun	種族|制造|栽培種
breeze	noun	微風|工作
breve	noun	二全音符
brewery	noun	啤酒厂
brewing	noun	酿酒
bribe	noun	贿赂|賄賂
bribery	noun	賄賂
brick	noun	磚
bricklayer	noun	磚匠
bridal	noun	婚礼
bride	noun	新娘
bridegroom	noun	新郎
bridge	noun	橋|桥
bridle	noun	轡
brief	adjective	短
briefcase	noun	公文包
briefly	adverb	短
brigade	noun	旅
brigadier general	noun	大校
brigand	noun	土匪
bright	adjective	明亮|快乐|智能
bright spark	noun	头
brightness	noun	光度
brill	noun	蘭姆酒
brilliant	adjective	亮|明亮|珍珠
brim	noun	兰特|帽邊
brimstone	noun	柠檬
brindled	adjective	茶色的
bring	verb	带
bring about	verb	带来|实现
bring back	verb	使再现
bring home the bacon	verb	谋生
bring in	verb	请求
bring into play	verb	介绍
bring on	verb	取|交给
bring to bear	verb	借
bring to mind	verb	记得
bring up	verb	培养
brink	noun	兰特
brinkmate	noun	必死
briny	adjective	咸
brio	noun	火
brisk	adjective	使兴奋的
brisket	noun	五花肉
bristle	noun	丝|毛
bristletail	noun	衣魚
brittle	adjective	容易破碎|脆弱
bro	noun	兄弟|哥
broad	adjective	厉害
broad bean	noun	蠶豆
broadcast	noun	廣播|节目
broadcasting	noun	廣播
broadside	noun	侧面
broccoli	noun	西兰花
brochure	noun	小册子
brogue	noun	方言
broke	adjective	浅滩
broker	noun	经纪人
brokerage	noun	经纪人
brome	noun	溴
bromine	noun	溴
bronchitis	noun	支气管炎
bronchoscopy	noun	支气管镜检查
bronchus	noun	支氣管
brontosaur	noun	雷龙
brony	noun	小馬迷
bronze	noun	青銅|青铜
bronze medal	noun	銅牌
brood	verb	孵化
broody	noun	鸡
brook	noun	小河
broom	noun	帚
broth	noun	肉湯
brothel	noun	妓院
brother	noun	哥哥|兄弟|弟弟
brother-in-law	noun	女婿
brotherhood	noun	兄弟会
brouhaha	noun	剧场
brown	adjective	褐色|棕色
brown bear	noun	棕熊
brown rat	noun	褐鼠
brown rice	noun	糙米
brown study	noun	基调
brown sugar	noun	粗红糖
brown trout	noun	尊魚
brownnose	noun	巴儿狗
browse	verb	复习|看
bruise	noun	瘀青
bruiser	noun	动物|大猩猩
brunch	noun	午餐
brunette	adjective	棕色|昏暗
brush	noun	刷|刷子
brushless	adjective	刷
brushwood	noun	饭
brusque	adjective	無禮
brutal	adjective	残忍的
brute	adjective	笨|兽|动物
bryony	noun	泻根
bryophyte	noun	沼泽
bubble	noun	泡|风
bubblegum	noun	口香糖
bubonic plague	noun	腺鼠疫
buccaneer	noun	海盗
buck	noun	公山羊|块
bucket	noun	水桶
buckle	noun	扣環|放弃
buckle up	verb	繫上安全帶
buckler	noun	盾
buckshot	noun	冰雹
buckwheat	noun	荞麦
bud	noun	笌
buddleia	noun	醉鱼草
buddy		同伴|朋友
budgerigar	noun	虎皮鹦鹉
budget	adjective	便宜|財政預算案
buff	adjective	岩羚羊|吸引人的
buffet	noun	冷餐台
buffoon	noun	小丑
bug	noun	窃听器|西布格河|病毒|激情|蟲|传声器
bugger	noun	屎|屁眼|鸡奸
bugger off		图钉
buggy	noun	全地形車
bugle	noun	军号
build	verb	建|编纂
build up	verb	加强
builder	noun	建构子
building	noun	建筑物
building block	noun	砖|立方
building material	noun	建筑材料
bulb	noun	鳞茎
bulbous	adjective	球根的
bulge	noun	疙瘩
bulimia	noun	暴食症
bulk	adjective	大|体积|一起
bull	noun	公牛|牛
bull ring	noun	竞技场
bulldog	noun	牛头犬
bulldozer	noun	推土機
bullet	noun	子彈
bullet point	noun	尖峰
bullet train	noun	新干线
bulletin	noun	音符|小册子
bulletproof	adjective	防弹
bullfight	noun	鬥牛
bullfighter	noun	斗牛
bullfighting	noun	鬥牛
bullfrog	noun	牛蛙
bullion	noun	獾
bullock	noun	小牛 [xiǎoniú]|牛
bullseye	noun	一千|船窓
bullshit	noun	假话|任何事物|夸大
bullshitter	noun	撒谎者
bully	adjective	de primera clase|軋轢
bulwark	noun	堡壘 堡垒
bum	adjective	噅|屁股|流浪汉
bumblebee	noun	熊蜂
bumfodder	noun	文書工作
bump	noun	疙瘩|肿大|球
bump into	verb	掉
bumper car	noun	碰碰车
bumpkin	noun	乡巴佬
bun	noun	包
bunch	noun	一串|包|住所
bunch of fives	noun	便便
bundle	noun	捆|包|扎
bung	noun	堵塞
bungalow	noun	平房
bungee jumping	noun	蹦极
bunion	noun	洋葱
bunk	verb	逃学
bunk bed	noun	擔架床
bunker	noun	掩體
bunny girl	noun	兔女郎
bunting	noun	鵐
buoy up	verb	激励
buoyant	adjective	开心
burden	noun	衝鋒|裝
burdensome	adjective	困难的
burdock	noun	牛蒡
bureau	noun	办公室
bureau de change	noun	外汇交易场所
bureaucracy	noun	官僚制
bureaucratese	noun	胡话
burette	noun	滴定管
burgeon	noun	笌|开
burger	noun	汉堡人
burgher	noun	市民
burglar	noun	盗贼
burgomaster	noun	市长
burial	noun	丧
burl	noun	木瘤
burlesque	noun	戏仿
burly	adjective	厉害
burn	noun	烧伤|涓|灼傷|烧|燃烧|戕杀
burn one's bridges	verb	背水一战 背水一戰
burn one's fingers	verb	搬起石头砸自己的脚
burn the midnight oil	verb	火刑
burner	noun	火|光盘刻录器
burning	adjective	火辣辣|奶油|灼傷
burnt out	adjective	累坏
buro	noun	书桌
burp	noun	噯氣|打嗝
burqa	noun	波卡
burr	noun	胡子|刺猬
burrow	noun	隧道|挖
burst	noun	爆炸 [bàozhà]|爆裂
burst into flame	verb	发火
bury	verb	下葬
bury the hatchet	verb	冰釋前嫌
bus	noun	公共汽车|公共汽車|总线
bus route	noun	巴士路線
bus station	noun	客车站
bus stop	noun	车站
bush	noun	灌木|欧芹
bush dog	noun	藪犬 薮犬
bush-cricket	noun	希望
bushel	noun	斗
bushing	noun	轨座
business	noun	事業|功|工作|景氣|事
business administration	noun	企业经济学
business card	noun	名片
business class	noun	商务舱
business plan	noun	商业计划
business suit	noun	西装
businesslike	adjective	业务上的
bust	noun	逮捕|停住|銷毀
bustard	noun	鸨
buster	noun	傻子|伴侶
bustle	verb	煮
busy	adjective	忙
busybody	noun	凤头麦鸡
but		但是|可是
butane	noun	丁烷
butch	adjective	男
butcher	noun	卖肉|击落
butchershop	noun	屠宰场
butene	noun	丁烯
buteo	noun	猎鹰
butler	noun	管家
butt	noun	屁股|波河|活塞|风筝|煙頭|桶
butt crack	noun	臀沟
butte	noun	高原
butter	noun	黄油|黃油
butter one's bread on both sides	verb	一石二鳥
buttercup	noun	毛茛
butterfingers	noun	拙劣
butterfly	noun	蝴蝶
butterfly effect	noun	蝴蝶效应
butterfly pea	noun	蝶豆花
butterfly stroke	noun	蝶泳
butterfly valve	noun	蝴蝶
buttermilk	noun	酪漿
butterscotch	noun	糖果|焦糖
buttock	noun	屁股
button	noun	釦子|扣子
button mushroom	noun	洋菇
buttonhole	noun	家
buttress	noun	熊|山
butyric acid	noun	丁酸
buxom	adjective	凹凸有致
buy	verb	买|買
buy into	verb	买
buy-in	noun	支持
buyer	noun	買主
buying	noun	买
buzzard	noun	普通鵟|姜饼
buzzer	noun	小苇鳽
by		旁边|上|坐|依|和|后
by and by	adverb	日后
by any chance		可能
by chance		碰巧
by means of		在
by night		晚上
by no means		很
by now		就
by oneself		一
by the book		文字上
by the way		順帶一提
by way of		太
by-product	noun	副产物
bye		再见
bye-bye	noun	你好
byform	noun	變體
bygone	adjective	以往
byhove	verb	适合
bylaw	noun	議事規則
byname	noun	姓氏
bypass	noun	變體|橋
byproduct	noun	副产物
byre	noun	牛舍
bystander	noun	热闹的人
byte	noun	字節
byword	noun	成語
béarnaise sauce	noun	蛋黄酱
cabaret	noun	卡巴萊
cabbage	noun	捲心菜|包心菜
cabin	noun	棚屋
cabin crew	noun	空中乘务员
cabin fever	noun	幽闭恐惧症
cabinet	noun	櫥櫃|內閣
cabinetmaker	noun	木匠
cable	noun	电线|索|挑逗
cable length	noun	链
cable tie	noun	束线带 束線帶
cabriolet	noun	敞篷車|敞篷车
cacao	noun	可可树|可可
cache	noun	快取
cachet	noun	声望
cack	noun	便便|屎|拉大便
cacoethes	noun	溃疡
cactus	noun	仙人掌
cadastre	noun	地籍
cadaver	noun	屍體
cadence	noun	节奏
cadge	verb	丐
cadmium	noun	鎘|镉
cadre	noun	环境|干部
caecum	noun	盲
caesium	noun	铯
cafeteria	noun	餐厅
caffeine	noun	咖啡因
café	noun	咖啡馆
café au lait	noun	咖啡歐蕾|昂列咖啡
cahoots	noun	同盟
caiman	noun	凱門鱷
cajole	verb	拉
cajón	noun	櫃桶
cake	noun	蛋糕
cake shop	noun	糕点制作法
calabash	noun	葫芦
calamari	noun	魷魚
calamity	noun	浩劫
calcareous	adjective	石灰岩
calcite	noun	方解石
calcium	noun	鈣|钙
calcium oxide	noun	氧化鈣
calculate	verb	計算
calculation	noun	算術|計算
calculator	noun	計算器|电脑
calculus	noun	計算|数学|石
caldera	noun	破火山口
calendar	noun	日历|日曆
calendar year	noun	岁
calendula	noun	万寿菊
calf	noun	小牛
calf bone	noun	腓骨
caliber	noun	口徑|能力|价值
californium	noun	鉲|锎
calimocho	noun	海綿
caliper	noun	腭
caliph	noun	哈里發
calisthenics	noun	美容体操
calk	noun	狮鹫
call	verb	叫
call a spade a spade	verb	实话实说
call for	verb	升級
call it a day	verb	撤回
call it quits	verb	停住
call names	verb	侮辱
call off	verb	取消
call on the carpet	verb	叱
call out	verb	叫喊
call the shots	verb	决定
calla	noun	水芋
calligrapher	noun	书法家
calligraphy	noun	書法|书法
calling card	noun	粪便
callow	adjective	无经验的
callus	noun	雞眼
calm	adjective	平安|平|无风|安|安静|和缓
calm down	verb	放心
calmness	noun	安
calorie	noun	卡路里
calorimeter	noun	热量计
calque	noun	仿譯
caltrop	noun	蒺藜
calumniate	verb	黑
calumny	noun	讒言
calve	verb	丟
calyx	noun	花萼
camaraderie	noun	友誼
came	noun	铅
camel	noun	骆驼|駱駝
camellia	noun	山茶
camera	noun	照相机|照相機
camera obscura	noun	暗室
camomile	noun	甘菊茶
camomile tea	noun	甘菊茶
camouflage	noun	迷彩樣式
camp	noun	媚俗|露营
campaign	noun	活动
campfire	noun	營火
campground	noun	露营
camphor	noun	樟腦
campus	noun	学园
can	noun	听|花瓶|屁股|会|能
can i help you		我可以幫你嗎？
can of worms	noun	棘手的問題
can opener	noun	開罐器
can't be bothered	verb	不
canal	noun	运河
canard	noun	日报
canary	noun	金丝雀
canary grass	noun	金絲雀虉草
cancan	noun	康康舞
cancel	verb	停止支付|取消
candela	noun	坎德拉
candelabrum	noun	燭臺
candid	adjective	物镜|真心
candidate	noun	考生|候选人
candidiasis	noun	念珠菌症
candle	noun	蜡烛|蠟燭
candlepower	noun	蜡烛
candor	noun	中立國
candy	noun	糖果糕點|蜜饯
candy floss	noun	棉花糖
cane	noun	莖|手杖
cane sugar	noun	甘蔗糖
canefield	noun	甘蔗田
canella	noun	桂皮
canid	noun	犬科
canine	adjective	犬
canine tooth	noun	尖牙
canker	noun	癌症|黄色
cannabis	noun	大麻
canned	adjective	罐头
cannibalism	noun	同类相食
cannon	noun	炮|加农
cannon bone	noun	卡农
cannon fodder	noun	砲灰
cannonball	noun	炸弹
canny	adverb	很
canoe	noun	獨木舟
canola	noun	油菜
canon	noun	法政牧師|卡农
canopy	noun	天|侯爵
cant	noun	行話|隐语
cantata	noun	康塔塔
canteen	noun	餐厅|水壶
canthus	noun	眼角
canto	noun	歌唱
canvas	noun	畫布
canyon	noun	交
cap	noun	帽子|胶囊剂|冠冕|天棚|头|鸭舌帽
capability	noun	前景
capable	adjective	干
capacitance	noun	电容
capacitor	noun	电容器
capacity	noun	工作
caparison	noun	马甲
cape	noun	斗篷
capillarity	noun	毛细现象
capillary	noun	毛发的
capillary action	noun	毛细现象
capital	noun	首都|柱头
capital city	noun	首都
capital gains tax	noun	資本增值稅
capital letter	noun	泰
capital punishment	noun	死刑
capitalism	noun	资本主义
capitulate	verb	接受
capotasto	noun	吉他变调夹
cappuccino	noun	卡布其諾
capric acid	noun	癸酸
capriccio	noun	奇想曲
capricious	adjective	任性
caprid	noun	山羊
caproic acid	noun	己酸
capsaicin	noun	辣椒素
capsicum	noun	椒
capsule	noun	胶囊
captain	noun	上尉
caption	noun	传奇|字幕
captious	adjective	吹毛求疵的
captive	noun	犯人
capture	verb	取
capybara	noun	水豚
car	noun	汽车|汽車
car bomb	noun	汽车炸弹
carafe	noun	瓶
caramel	noun	焦糖
caramelize	verb	使成焦糖
carapace	noun	貝
carat	noun	克拉
caravan	noun	商隊|商队
caraway	noun	葛縷子
carb	noun	碳水化合物
carbamic acid	noun	胺甲酸
carbine	noun	卡宾枪
carbohydrate	noun	碳水化合物|糖类
carbon	noun	碳
carbon copy	noun	备份
carbon dioxide	noun	二氧化碳
carbon monoxide	noun	一氧化碳
carbon neutral	adjective	碳中和​的
carbonara	noun	培根蛋面
carbonate	noun	碳酸盐
carbonic acid	noun	碳酸
carboxyl	noun	羧基
carboxylic acid	noun	羧酸
carburetor	noun	化油器
carcass	noun	尸身 屍身 尸体 屍體 尸首 屍首|骨骼系統
carceral	adjective	监狱
carcinogen	noun	致癌物質
carcinogenic	adjective	致癌物質
carcinoma	noun	癌
card	noun	卡
card game	noun	牌
cardamom	noun	白豆蔻
cardiac	adjective	心
cardigan	noun	羊毛衫
cardinal	noun	樞機
cardinality	noun	势
cardioid	noun	心脏线
cardiology	noun	心臟病學
cardiopulmonary resuscitation	noun	心肺复苏
cardoon	noun	刺苞菜蓟
care	noun	關懷|照顾|关心
care of		地址
careen	verb	上床
career	noun	職業|職業生涯
careful	adjective	細緻
careless	adjective	玩忽职守
carelessness	noun	大意
caress	noun	爱抚
caret	noun	屋頂
caretaker	adjective	监护人|禮賓部
carfentanil	noun	卡芬太尼
cargo	noun	衝鋒
cargo ship	noun	货船
cargo vessel	noun	货船
caribou	noun	北美产驯鹿
caricature	adjective	諷刺畫|讽刺
caricaturist	noun	漫画家
caries	noun	龋齿
carmine	noun	紅
carnage	noun	大屠杀
carnassial	noun	牙
carnation	adjective	肉色|康乃馨
carnival	noun	狂歡節
carotene	noun	胡萝卜素
carousel	noun	部
carp	noun	鯉
carp bream	noun	东方欧鳊(引进)
carpe diem		及时行乐
carpet	noun	地毯
carpet bombing	noun	地毯式轰炸
carriage	noun	小汽车|秉性
carriage return	noun	入口
carrion	noun	腐肉
carrion crow	noun	小嘴乌鸦
carrot	noun	胡萝卜
carrot cake	noun	胡萝卜蛋糕
carry	verb	带
carry on	verb	带
carry oneself	verb	带
carry out	verb	出|陈述
carry water for	verb	服务
carrying pole	noun	扁担
cartel	noun	卡特尔|博物館標籤
cartilage	noun	软骨
cartography	noun	地图学
cartoon	noun	侄女|諷刺畫|笔记|动画片
cartridge	noun	墨盒
cartwheel	noun	明星
carve	verb	切
carving	noun	刻板
carving knife	noun	砍肉刀
cascade	noun	瀑布|人工​阶梯形​瀑布
case	noun	格|箱|手提箱|原因|展示橱窗|房子
case law	noun	判例
cash	noun	快取
cash desk	noun	收银处
cash in	verb	享受
cash in hand	adverb	黑
cash register	noun	收银机
cashbox	noun	扑满
cashew	noun	腰果
cashew nut	noun	腰果
cashier	noun	出纳员
cashmere	noun	开司米
casing	noun	書皮
casino	noun	賭場
casiornis	noun	卡西霸鶲
cask	noun	桶
casket	noun	壷
casque	noun	头盔
cassava	noun	木薯
casse-croute	noun	小吃
casserole	noun	砂鍋|鍋
cassette	noun	卡式
cast	noun	分布|石膏|模具|罐頭|掉|一
cast away	verb	倒
cast iron	noun	铸铁
cast net	noun	投网
cast off	verb	关
cast one's vote	verb	投票
cast pearls before swine	verb	对牛弹琴
castanet	noun	響板
caste	noun	种姓制度
castell	noun	城堡
caster	noun	轮子
caster sugar	noun	砂糖
castigate	verb	批評|修订
castle	noun	城堡
castrato	noun	宦官
casual	adjective	偶然|体操
casualty	noun	事故|受害人
casus belli	noun	战争借口
cat	noun	猫|貓
cat café	noun	貓咪咖啡館
cat food	noun	貓糧
cat's claw	noun	香脂
cat-o'-nine-tails	noun	九尾猫
catabolism	noun	异化作用
catafalque	noun	灵柩台
catalogue	noun	目录
catalysis	noun	催化
catalyst	noun	催化
catalytic converter	noun	催化
catalyzer	noun	催化
catamaran	noun	雙體船
catamite	noun	男孩
catapult	noun	彈射器
cataract	noun	大瀑布
catarrh	noun	痰
catastrophe	noun	災難|灾害
