lemma	part_of_speech	translations
reefer	noun	韭葱
reek	noun	臭味|水汽|臭
reel	verb	邐|摇摇晃晃
reel in	verb	使再现|迷
reelection	noun	再选
refectory	noun	餐厅
referee	noun	裁判|决定
reference	noun	保荐
referendum	noun	公民投票
refine	verb	提炼|净化
refinery	noun	精炼厂
reflect	verb	反射
reflecting telescope	noun	灯
reflection	noun	写照|镜像
reflex	noun	反射
reflexive verb	noun	反身动词
reform	noun	改革
reformulate	verb	重申
refraction	noun	折射
refractive index	noun	折射率
refrain	noun	副歌
refresh	noun	提神
refrigerant	noun	软饮料
refrigerator	noun	冰箱
refuel	verb	加油
refuge	noun	棲身之地
refugee	noun	难民
refugee camp	noun	难民营
refurbish	verb	更新
refusal	noun	拒絕
refuse	noun	垃圾|拒絕|拒绝
refute	verb	反駁|否定
regal	adjective	皇
regard	verb	看|涉及
regarding		关于
regards	noun	問候
reggae	noun	雷吉
regime	noun	政体|政权
regiment	noun	团
region	noun	地区
regional	adjective	地方
regional lockout	noun	地方停工
register	noun	寄存器
register ton	noun	桶
registered	adjective	證書
registration	noun	报名|接收效果
registry	noun	值机|套准
regret	noun	悔改|后悔
regrettable	adjective	遗憾
regular	adjective	固定的|共同
regulate	verb	控制
regulation	noun	章程
rehabilitate	verb	修復|回復|回歸|康復|復原
rehearsal	noun	考
rehearse	verb	复习|報|排練
reign	noun	王国
rein	noun	韁繩
reincarnation	noun	转世
reindeer	noun	驯鹿|馴鹿
reinforce	verb	加强
reinforcement	noun	救命
reinsurance	noun	再保险
reiterate	verb	重复
reject	verb	拒绝
rejection	noun	拒絕
rejoice	verb	高兴
rejoinder	noun	回答
relate	verb	涉及
relation	noun	关系
relational database	noun	关系数据库
relationship	noun	關係|关系
relative	adjective	有关的|親戚
relative clause	noun	关系从句
relative-in-law	noun	親戚
relatively	adverb	有关的
relax	verb	放松|松开
relay	noun	接力|继电器|交
release	noun	版本|出口|解开|出|放
relevant	adjective	有关的|本
reliability	noun	信度
reliance	noun	信任|依赖性
reliant	adjective	子
relic	noun	圣髑
relief	noun	解脱|放心|救濟
religion	noun	宗教
relinquish	verb	摒棄|放松
relish	noun	口味|味道|蔬菜|享受
reload	verb	孩子
reluctance	noun	不乐意
rely	verb	靠
remain	verb	还有|留
remainder	noun	残羹剩饭|找
remains	noun	墟
remake	noun	备份
remark	noun	观察|议论|看见
remarkable	adjective	出色
remedy	noun	醫藥|治癒
remember	verb	记得
remembrance	noun	記憶
remind	verb	记得
reminder	noun	忆起
reminisce	verb	記
remiss	adjective	鬆動
remittance	noun	存款
remix	noun	重混
remnant	noun	残羹剩饭
remonstrance	noun	抗議
remorseful	adjective	忏悔
remote	adjective	在家|远|遥控器
remote control	noun	遥控器
remote sensing	noun	遥测
remotely	adverb	远程
removal	noun	葬礼
remove	verb	除去
remuneration	noun	工资|补偿
renal	adjective	肾
rendaku	noun	连浊
render	verb	使成为|交|有|翻譯|制造
rendezvous	noun	会
rendition	noun	演說
renege	verb	不同意
renew	verb	更新
renewable energy	noun	再生能源
renminbi	noun	人民币
renounce	verb	誓绝
renovate	verb	革新
renovation	noun	改革
renowned	adjective	著名
rent	noun	租约|租|出租
rentier	noun	馴鹿
repair	noun	修理
reparation	noun	补偿|修理
repartition	noun	分配
repatriation	noun	回国
repeal	verb	取消
repeat	verb	重複
repeatedly	adverb	重复
repel	verb	拒絕
repent	verb	後悔
repentance	noun	悔改
repercussion	noun	後果|連帶影響
repetition	noun	重复|重複
rephrase	verb	重申
replace	verb	改|放下
replete	adjective	全|饱
replica	noun	仿製品|縮小模型|袖珍模型
replication	noun	回答|复制
reply	noun	回答
report	noun	報告|爆炸 [bàozhà]|报告
report card	noun	报告
reporter	noun	报告人
repose	noun	睡覺
repository	noun	保险柜
represent	verb	代表
representation	noun	节目
representative	noun	代表
representative democracy	noun	代議民主
repression	noun	镇压
reprimand	noun	温和的责备|叱
reprise	noun	再現
reproach	noun	责备|羞恥
reprobate	adjective	離開|无籁|拒絕
reproduction	noun	生殖
reptile	noun	爬虫
republic	noun	共和国|共和國|共和制
republican	adjective	共和国
repudiation	noun	拒绝
reputation	noun	名譽
request	noun	请求|申请|求|请
requiescat in pace		安息
require	verb	需要、要求|索取|必要
requirement	noun	必要
requisite	adjective	必要的
requisition	noun	征收
rerun	noun	重播
rescind	verb	取消
rescue	noun	援救|拯救
research	noun	研究
researcher	noun	侦探
resell	verb	轉手
resemblance	noun	相象|概率
resemble	verb	记得
resent	verb	憤慨
resentment	noun	厌恶
reservation	noun	怀疑|預訂
reserve	noun	預訂
reservoir	noun	水库
reside	verb	住
residence	noun	家
resident	noun	居民
resign	verb	放弃|辞职
resignation	noun	辞呈
resilience	noun	彈性
resilient	adjective	橡皮筋
resin	noun	树脂
resipiscence	noun	知错能改, 善莫大焉
resist	verb	抵抗|制止
resistance	noun	电阻
resistant	noun	游击队员
resistivity	noun	电阻率
resistor	noun	电阻|电阻器
resit	verb	補考
resolute	adjective	农场
resoluteness	noun	解决
resolution	noun	理性决策|决议|检查|溶液|分析|解决
resonance	noun	共振
resonate	verb	响着
resorcinism	noun	间苯二酚中毒|雷琐辛中毒
resort	noun	出口|跑
resound	verb	迴響|响着
resource	noun	原料|力气
resourceful	adjective	機靈
respect	verb	尊重
respectability	noun	礼貌
respectable	adjective	不错
respective	adjective	合适
respectively	adverb	合适
respiration	noun	呼吸
respiratory system	noun	呼吸器
resplendent	adjective	亮
respond	verb	回答
response	noun	回答
responsibility	noun	責任
responsible	adjective	负责
responsive	adjective	一触即痛的
responsive web design	noun	响应式网页设计
rest	noun	休息|残羹剩饭|和平|延长符号|全休止符
rest area	noun	公路服務區
rest in peace	verb	安息
restaurant	noun	餐馆|饭馆
restaurateur	noun	餐廳老闆
restitution	noun	补偿
restless	adjective	心神不宁
restoration	noun	回复
restore	verb	使成为
restrain	verb	分开
restrict	verb	限制
restriction	noun	限制
restroom	noun	卫生间
result	noun	结果|答案
resume	verb	持续
resurrect	verb	復活
retailer	noun	商人
retain	verb	保持
retainer	noun	续作
retaining wall	noun	护土墙
retarded	adjective	智力迟钝的
retention	noun	記性 记性
rethink	verb	反射
retina	noun	视网膜
retinue	noun	帮助
retire	verb	撤回
retirement	noun	退休
retirement home	noun	养老院
retort	verb	反驳
retreat	noun	引退
retribution	noun	惩罚
retrieve	verb	取|记得
return	noun	回到|利益|回|还|呆
reunion	noun	再会合
revamp	verb	更新
reveal	verb	发现
reveille	noun	闹钟
revenant	noun	鬼
revenge	noun	報復|復仇
revenge is a dish best served cold		君子报仇，十年不晚
revenue	noun	回火
revenue stamp	noun	印花
revere	verb	尊敬
reverence	noun	尊敬
reverent	adjective	孝顺
reversal	noun	转位
reverse	adjective	倒数|头
reverse engineering	noun	逆向工程
reversi	noun	蘋果棋
review	noun	复习|检查|温习
revile	verb	侮辱
revise	verb	复习
revision	noun	修改
revival	noun	复兴|闹钟
revoke	verb	废除
revolt	noun	叛亂|起義
revolution	noun	革命
revolutionary	adjective	革命的
revolver	noun	左轮手枪
revue	noun	杂志
reward	noun	報酬|獎勵
rewrite	verb	重写
rhapsody	noun	狂想曲
rhenium	noun	铼|錸
rheology	noun	流变学
rheostat	noun	可变电阻
rhetoric	noun	修辞学
rhetorical	adjective	修辞
rheum	noun	眵
rheumatism	noun	风湿
rheumatology	noun	風濕病學
rhinarium	noun	松露
rhinitis	noun	鼻炎
rhinoceros	noun	犀牛
rhinoglottophilia	noun	鼻喉亲缘性
rhizoid	noun	假根
rhizome	noun	根茎
rhodium	noun	銠|铑
rhubarb	noun	大黄
rhyme	noun	韻
rhyming dictionary	noun	韵书
rhyolite	noun	流紋岩
rhythm	noun	节奏|節奏
rib	noun	肋骨
rib cage	noun	胸腔
ribald	adjective	黄色
ribbon	noun	丝带|缎带
ribeye steak	noun	排骨肉
ribonucleic acid	noun	核糖核酸
ribosome	noun	核糖体
ribsteak	noun	排骨肉
rice	noun	米|稻
rice cooker	noun	电饭锅
rice flour	noun	米粉
rice paper	noun	米紙
rich	adjective	富有|富的
rich kid	noun	草莓
richness	noun	財富
ricin	noun	蓖麻毒蛋白
rickets	noun	佝偻病
rickety	adjective	不稳定的
rickshaw	noun	人力车
rid	verb	放
riddle	noun	謎語
ride	noun	开车|騎|骑|坐
rider	noun	半人馬
ridge	noun	边|背|带
ridicule	verb	嘲笑
ridiculous	adjective	好玩
riff	noun	暗礁
rifle	noun	步槍
rig	verb	操纵
rigger	noun	拖拉机
right	adjective	右
right angle	noun	[[#
right away	adverb	随叫随到
right fielder	noun	右外野手
right hand	noun	右手
right of way	noun	首位
right the ship	verb	改
right triangle	noun	直角三角形
right whale	noun	露脊鲸科
right-angled	adjective	长方形
right-wing	adjective	右
righteous	adjective	公平|正义
righteousness	noun	公义
rightful	adjective	合法的
rigid	adjective	刻板的|但是
rigidity	noun	剛度
rigmarole	noun	剧场|胡话
riichi	noun	立直
riichi mahjong	noun	日本麻將|日本麻雀
rim	noun	兰特
rime	noun	雾凇
rimjob	noun	舔肛
rind	noun	兽皮
ring	noun	戒指
ring binder	noun	书包
ring finger	noun	无名指
ring road	noun	環路|繞城公路
ringgit	noun	令吉
ringleader	noun	老板
ringtone	noun	鈴聲
rink	noun	溜冰場
rinse	noun	漂洗|冲洗
riot	noun	骚乱|暴动|起義
rip	verb	撕
rip off	verb	詐取
rip-off	noun	抢劫
ripe	adjective	成熟
ripen	verb	看见
ripple	noun	波
riptide	noun	溪流
rise	noun	个子|增加
rise and shine	verb	起床
rise through the ranks	verb	平步青雲|扶搖直上|青雲直上
riser	noun	鏡|身
risible	adjective	好玩
rising	noun	叛亂
risk	noun	概率
rite	noun	儀式 仪式
rite of passage	noun	通過儀禮
ritual	adjective	仪式
rival	noun	對手
river	noun	河|川|河流
river god	noun	河神
river red gum	noun	赤桉
riverbank	noun	岸
riverine	adjective	川
riverside	noun	岸
rivulet	noun	水流
roach	noun	拟鲤|屁股
road	noun	路
road sign	noun	交通标志
roadside	noun	路边
roadway	noun	快速公路
roar	verb	哮|笑
roast	adjective	烘烤|炒|火
roast beef	noun	烤牛肉
roasted	adjective	烘烤
rob	verb	偷
robber	noun	小偷
robbery	noun	抢劫
robe	noun	连衣裙
robin	noun	乌鸫
robot	noun	机器人
robust	adjective	強壯
rock	noun	岩石
rock climbing	noun	攀岩
rock crystal	noun	白水晶
rock music	noun	摇滚乐
rock paper scissors	noun	[[石頭、剪子、布]]
rock ptarmigan	noun	雷鳥 / 雷鸟
rocket	noun	火箭
rocket scientist	noun	头
rockhopper penguin	noun	跳岩企鵝
rocking	adjective	超级
rocking chair	noun	摇椅
rococo	noun	洛可可
rod	noun	茎|饭|钓竿|码|手杖|尾
rodent	noun	啮齿目动物
roe	noun	獐鹿
roe deer	noun	狍子
roebuck	noun	雄鹿
roentgenium	noun	錀
rogue	adjective	不审慎的|小壞蛋|坏小孩|流浪汉
rogue state	noun	流氓国家
role	noun	角|函数
role model	noun	典範
role-playing	noun	角色扮演
roleplaying game	noun	角色扮演游戏
roll	noun	圆柱体|套准|資產負債表|滚转|呵责
roll call	noun	点名
roll out	verb	部署
roll up one's sleeves	verb	准备工作
rollercoaster	noun	过山车
rolling pin	noun	擀面杖
roly-poly	noun	不倒翁
romaine lettuce	noun	蘿蔓萵苣
romaji	noun	罗马字
romanticism	noun	浪漫主义
romanticist	noun	浪漫
rongeur	noun	啮齿目动物
roof	noun	屋顶|屋頂
roof tile	noun	瓦
rooftop	noun	屋頂
rooibos	noun	博士茶
rook	noun	秃鼻乌鸦|車|骗子
rookie	noun	菜鸟
room	noun	房间
room service	noun	客房服務
room temperature	noun	常温
roomy	adjective	长大的
rooster	noun	公鸡
root	noun	根
root for	verb	加油
rootlet	noun	侧根
rootstock	noun	馬
rope	noun	绳子
rosary	noun	念珠
rose	noun	玫瑰花
rosebush	noun	刺客
rosehip	noun	蔷薇果
rosemary	noun	迷迭香
rosette	noun	插座
rosewater	noun	玫瑰香水
rosin	noun	松香
roster	verb	内接
rostrum	noun	距
rosy	adjective	紅潤
rosé	noun	桃红葡萄酒
rosé wine	noun	桃红葡萄酒
rot	noun	腐朽|腐化
rotation	noun	圈
rote	noun	习惯
rotor	noun	螺旋
rotten	adjective	坏|糟糕
rotten borough	noun	口袋選區
rottenness	noun	腐朽
rotunda	noun	環形交叉
rough	adjective	不愉快|粗糙|无修养的|坚硬
rough around the edges	adjective	不完善
roughly	adverb	差不多
rouille	noun	锈
roulette	noun	輪盤
round	adjective	全音符|圓形的|圆圈|卡农|圈|衝鋒
round angle	noun	[[#
round bracket	noun	括号
round robin	noun	圆圈
round table	noun	圆桌会议
round-shouldered	adjective	驼
roundabout	noun	環形交叉|旋轉木馬
roundel	noun	圆球
rout	noun	童黨
route	noun	道
router	noun	路由器
routine	noun	数
routing	noun	路由
rover	noun	徒步旅行者
row	noun	排|争吵|噪音|划船|吵架
rowan	noun	花楸|花楸属
rowing	noun	槳
royal	adjective	皇
royalism	noun	寫實主義
royalty	noun	版权
rozzer	noun	鸡子
rub	noun	擦|挠
rubber	adjective	空头支票|橡皮
rubber cement	noun	橡膠膠水
rubber duck	noun	橡皮小鴨
rubberneck	noun	热闹的人
rubbernecker	noun	热闹的人
rubbish	noun	粪
rube	noun	乡巴佬|笨蛋
rubella	noun	風疹
rubidium	noun	銣|铷
ruble	noun	卢布
rubric	noun	字条
rucksack	noun	背包
ruckus	noun	騷動|骚动|爭吵|爭執
ruction	noun	暴动
rudder	noun	舵
ruddy	adjective	紅
ruddy turnstone	noun	翻石鹬
rude	adjective	粗暴|黄色|基本的
rudely	adverb	推來推去
rudeness	noun	無禮
rudimentary	adjective	基本的
rue	noun	悔改|芸香|同情|后悔
rueful	adjective	忏悔
ruff	noun	襞襟
rug	noun	地毯|毯子
rugby	noun	橄榄球
rugby player	noun	橄欖球運動員
rugged	adjective	总的|严格|难
ruin	noun	毀滅|破坏
ruination	noun	破坏
rule	noun	規則
rule of law	noun	法治国家
rule of thumb	noun	启发法
rule out	verb	禁止|废除
rulebook	noun	章程
ruler	noun	直尺
rum	noun	兰姆酒
rumble	verb	呵责|住
rumen	noun	瘤胃
ruminant	adjective	反刍动物
ruminate	verb	觉得
rummer	noun	罗马
rumor	noun	传说
rumour has it		告訴
rump	noun	屁股
rumple	verb	弄皱
rumpus	verb	冲突的
run	noun	跑
run after	verb	跑
run along	verb	走
run around	verb	跑
run away	verb	逃跑
run errands	verb	买菜
run for one's money	noun	难题
run into	verb	碰到
run out the clock	verb	凍結
run through	verb	喷
run-of-the-mill	adjective	一般
runaway	adjective	持不同政见者|逃亡者
runner	noun	球鞋
runner bean	noun	荷包豆
runner-up	noun	亚军
running	noun	奔
running board	noun	度
running mate	noun	考生
running shoe	noun	球鞋
runs	noun	瀉 泻
runt	noun	侏儒|矮人
runway	noun	船桥
rupee	noun	盧比
rupicolous	adjective	岩鸡
rural	adjective	農村的
rusalka	noun	鲁萨尔卡
ruse	noun	作弊碼
rush	verb	跑
rust	noun	锈|銹|鏽
rustic	adjective	粗
rutabaga	noun	瑞典芜菁
ruthenium	noun	釕|钌
rutherfordium	noun	鑪|𬬻
ruthless	adjective	无情
rutile	noun	金红石
rye	noun	黑麥|黑麦
sabbatical	noun	假期
sable	adjective	黑
sabot	noun	木鞋
sabotage	noun	陰謀破壞
saboteur	noun	蓄意破坏者
sabre	noun	佩劍
sabre-toothed tiger	noun	剑齿虎
saccharide	noun	糖剂
saccharification	noun	糖化
saccharin	noun	糖精
saccharine	adjective	糖精
sack	noun	袋|口袋|床|解雇
sack out	verb	出发
sacral	adjective	神圣
sacrament	noun	聖事
sacred	adjective	圣
sacrifice	noun	牺牲
sacrifice bunt	noun	犧牲
sacrilege	noun	渎圣罪
sacré bleu		该死的，见鬼
sad	adjective	哀傷
sadden	verb	难过
saddle	noun	鞍
sadly	adverb	难过
sadness	noun	悲傷
sadomasochism	noun	施虐與受虐
safe	adjective	安全
safe and sound	adjective	安好
safeguard	noun	保护
safely	adverb	平安
safety	noun	安全
safety pin	noun	大头针
saffron	noun	番紅花
saffron milk cap	noun	加泰罗尼亚语
sag	noun	箭|下降|沉下
saga	noun	萨迦
sagacity	noun	智
sage	adjective	圣贤的|鼠尾草
sage grouse	noun	艾草松雞
sail	noun	帆
sailboard	noun	滑浪風帆
sailboat	noun	帆船
sailing	noun	快艇运动
sailor	noun	水手
saint	noun	圣人
sake	noun	原因|商品
sakura	noun	樱花|櫻桃樹
saké	noun	日本酒
salacious	adjective	黄色
salad	noun	沙拉|生菜
salad spinner	noun	離心機
salamander	noun	蝾螈
salariat	noun	工资制
salary	noun	薪金
salat	noun	萨拉特
salbutamol	noun	沙丁胺醇
sale	noun	卖|销售
salesman	noun	售貨員
salicylic acid	noun	水楊酸
salinity	noun	鹽度
saliva	noun	口水
sallow	noun	黃花柳
sally	noun	参观
salmon	noun	鲑鱼
salmonella	noun	沙门氏菌
salo	noun	肥肉
salon	noun	沙龙|理发店
saloon	noun	吧
salt	noun	盐|鹽
salt cellar	noun	鹽瓶
salt cod	noun	鱈魚
salt lake	noun	鹹水湖
salt of the earth	noun	地上的盐 地上的鹽
salt shaker	noun	盐瓶
salted	adjective	含盐的
salty	adjective	咸|含盐的|恨
salubrious	adjective	健康
salutation	noun	书名
salute	verb	问候
salvage	verb	借
salvation	noun	你好
salve	noun	藥膏|凉快
samarium	noun	釤|钐
samba	noun	桑巴舞
same	adjective	同一
same to you		彼此
same-sex	adjective	同性恋
samizdat	noun	地下出版
samovar	noun	茶炊
sampan	noun	舢板
sample	noun	樣品|取樣
samurai	noun	武士
sanctimonious	adjective	伪善者
sanction	noun	制裁
sanctuary	noun	寺庙
sand	adjective	沙
sand dollar	noun	沙錢
sand dune	noun	沙丘
sandal	noun	涼鞋
sandbank	noun	沙洲
sandbar	noun	浅水
sandbox	noun	沙盒
sandglass	noun	沙漏
sandgrouse	noun	矸石
sandhi	noun	连音
sandpit	noun	沙坑
sandstone	noun	砂岩
sandstorm	noun	沙尘暴
sandwich	noun	三明治
sandwich bread	noun	庞多米面包
sangria	noun	桑格利亞酒
sanguine	adjective	红色
sanity	noun	心理健康
sanjak	noun	旗子
sans serif	adjective	黑体
saola	noun	中南大羚
sap	noun	樹液
saphead	noun	二百五
sapling	noun	年轻
sapodilla	noun	měiguǒlǎn
saponification	noun	皂化
sapote	noun	měiguǒlǎn
sapper	noun	工程兵
sapphire	noun	蓝宝石|藍寶石
saprophyte	noun	腐生生物
sapwood	noun	白
sarcasm	noun	挖苦
sarcastic	adjective	諷刺的
sarcophagus	noun	石棺
sardine	noun	沙丁魚
sardonic	adjective	苦的
sargasso	noun	马尾藻
sari	noun	莎丽
sasanqua	noun	茶梅
sash	noun	带
sashimi	noun	刺身
sass	noun	厚顏|回答
sassenach	noun	英国人
satanic	adjective	可恶的
satchel	noun	书包
satellite	noun	卫星
satellite navigation system	noun	汽车导航系统
satiate	verb	满足
satiated	adjective	饱
satin	noun	缎子
satire	noun	讽刺
satisfaction	noun	满意|滿意
satisfactory	adjective	满意
satisfied	adjective	满意 滿意
satisfy	verb	滿足
saturation	noun	飽和
sauce	noun	沙司
saucepan	noun	炖锅
saucy	adjective	放肆
sauerkraut	noun	酸菜
sauna	noun	桑拿
saunter	verb	行
sausage	noun	香肠|香腸
sauté	verb	炒
savage	adjective	原始的人|野蛮人|攻擊
savanna	noun	大草原
savin	noun	沙地柏
saving	noun	经济|節約
savings bank	noun	沙发
savior	noun	救世主
savory	adjective	好吃|咸
savour	noun	味道|享受
savvy	adjective	聪明|了解
saw	noun	鋸子
sawfish	noun	鋸子
sawmill	noun	鋸木廠
saxophone	noun	薩克斯風
say	verb	说|說
say cheese	verb	乳酪
say goodbye	verb	告别
say to oneself	verb	告诉
say yes	verb	点头
saying	noun	话
sayonara		再會
scab	noun	痂
scabbard	noun	阴道
scabies	noun	惡人
scaffold	noun	腳手架
scaffolding	noun	腳手架
scalar	adjective	标量
scalar product	noun	数量积
scale	noun	尺度|鱗|托盘|梯子
scale back	verb	少
scale up	verb	增加
scalene triangle	noun	不等邊三角形
scales	noun	天平
scallop	noun	扇貝
scalp	noun	头皮
scalpel	noun	手术刀
scam	noun	政变|詐取
scammer	noun	流氓
scamp	noun	无籁|坏小孩
scan	noun	图像|扫描
scandal	noun	丑闻
scandium	noun	鈧|钪
scanner	noun	扫描器
scant		稀
scanty	adjective	稀
scapegoat	noun	代罪羔羊
scar	noun	伤疤|伤痕
scarab	noun	甲虫
scarce	adjective	缺乏的
scarcely	adverb	惡
scarcity	noun	缺乏
scare	noun	恐怖|嚇唬
scarecrow	noun	稻草人
scared	adjective	害怕
scarf	noun	領巾
scary	adverb	可怕
scathe	noun	伤口
scatter	verb	散射
scatterbrained	adjective	傻子
scavenge	verb	洗涤
scavenger	noun	跳水员
scedasticity	noun	方 差 性
scenario	noun	舞臺|劇本
scene	noun	景色|球面
scenery	noun	风景
scent	noun	味道|嗅覺|香水|聞
sceptre	noun	權杖
schadenfreude	noun	幸災樂禍
schedule	noun	安排|规划|编程
scheduling	noun	程序设计
scheme	noun	系统|节目|画|勾结
schist	noun	片岩
schizophrenia	noun	精神分裂症
schlub	noun	乡巴佬
schmuck	noun	屁股
schnapps	noun	白兰地
schnook	noun	笨蛋
scholar	noun	学生|学术的|书生
scholarship	noun	奖学金|[[#
scholasticism	noun	经院哲学
school	noun	学校
school of thought	noun	家
school uniform	noun	校服
schoolbag	noun	书包
schoolbook	noun	课本
schoolboy	noun	同学
schoolchild	noun	学生
schoolgirl	noun	女生
schoolmaster	noun	老师
schoolmate	noun	学校
schooner	noun	大篷車
sci-fi	adjective	科幻小说
sciatica	noun	坐骨神經痛
science	noun	科学|科學
science fiction	adjective	科幻小说
scientific	adjective	科学
scientific method	noun	科学方法
scientific name	noun	学名
scientifically	adverb	科学
scientist	noun	科学家
scientometrics	noun	科學計量學
scimitar	noun	弯刀
scintilla	noun	盎司
scintillant	adjective	亮
scion	noun	继任者|米
scissor	noun	剪刀
scissoring	noun	剪刀
scissors	noun	剪刀|剪子
sclerosis	noun	硬化
scold	verb	罵
scone	noun	烤餅
scoop	noun	勺|圆球
scooter	noun	滑板車
scope	noun	周围
scops owl	noun	貓頭鷹
scorch	verb	燃烧
scorched earth	noun	焦土
score	noun	分数|答案|二十|音樂記譜法|鱈魚
score off	verb	吻
score string	noun	算盤
scorn	noun	鄙夷
scornful	adjective	漠視
scorpion	noun	蠍子|蝎子
scorpion kick	noun	蝎子
scorpling	noun	小黑蝎
scoundrel	noun	无籁
scourge	noun	鞭子|害人虫
scout	noun	童子军
scouting	noun	童軍活動
scowl	noun	皱眉
scram	verb	滾
scramble	verb	攀|争斗
scrap	noun	块|倒
scrape	noun	拳战
scratch	verb	抓
scratchpad	noun	记事卡片
scrawl	noun	亂碼
scream	noun	喊聲|叱
screech owl	noun	東美角鴞
screen	noun	屏幕|網|放
screenplay	noun	劇本
screenshot	noun	截图
screenwriter	noun	編劇
screw	noun	螺旋桨|螺釘|吻
screw thread	noun	花丝
screw you	noun	干你
screwdriver	noun	螺丝刀|螺絲刀
scribe	noun	作家|写
script	noun	字|字母|脚本|文字
scripting language	noun	脚本语言
scripture	noun	著作
scroll	noun	羊皮紙|蛞蝓|滑
scroll bar	noun	升降机
scrotum	noun	阴囊
scrounge	verb	享受
scrub	verb	挠|取消
scruff	noun	脏鬼
scrumptious	adjective	好吃
scrunchie	noun	大腸圈束
sculpt	verb	刻
sculpture	noun	雕塑
scum	noun	兰特|垃圾
scurrilous	adjective	卑鄙|粗俗
scurvy	noun	壞血病
scut	noun	花
scythe	noun	大镰
sea	noun	海|大海
sea anemone	noun	海葵
sea bass	noun	海鲈
sea breeze	noun	海风
sea cow	noun	塞壬
sea cucumber	noun	海參
sea eagle	noun	洁白雕
sea horse	noun	海马
sea level	noun	海平面
sea lion	noun	海狮
sea oats	noun	蜘蛛
sea salt	noun	海盐
sea serpent	noun	大海蛇
sea snake	noun	海蛇
sea turtle	noun	海龟
sea urchin	noun	海胆
seabed	noun	洋底
seabird	noun	海鳥
seaborgium	noun	𨭎
seadog	noun	老水手
seafarer	noun	水手
seafloor	noun	洋底
seagrass	noun	海草
seal	noun	海豹|印章
sealskin	noun	海豹
seam	noun	伤疤
seamanship	noun	快艇运动
seamster	noun	裁缝
seaplane	noun	水上飛機
seaport	noun	港口城市
seaquake	noun	海震
sear	verb	燃烧
search	noun	搜索|找
seascape	noun	海军
seashell	noun	贝壳
seashore	noun	海岸
seasickness	noun	晕船
seaside	adjective	海边
season	noun	季|季节
season ticket	noun	季票
seasonal	adjective	季节性的
seasoning	noun	調料
seat	noun	席位
seat belt	noun	安全带
seat post	noun	莖
seawater	noun	海水
seaweed	noun	海带
seaworthy	adjective	水手
secede	verb	下車
secession	noun	国家分裂
second	adjective	第二|秒
second baseman	noun	二壘手 / 二垒手
second cousin	noun	従堂兄弟
second hand	noun	秒针
second lieutenant	noun	少尉
second person	noun	第二人称
second-person plural	noun	第二人称复数
second-person singular	noun	第二人称单数
secondary	adjective	中学
secondary color	noun	二次色
secondary colour	noun	二次色
secondary school	noun	中学
secondhand	adjective	老
secondly	adverb	其次
secrecy	noun	秘密
secret	adjective	秘密
secret agent	noun	间谍
secret police	noun	秘密警察
secret service	noun	情报机构
secretary	noun	秘书
secretary bird	noun	秘书
secrete	verb	分泌|回避
secretion	noun	秘密
secretive	adjective	秘密
sect	noun	宗派
section	noun	块|科|冠词
section sign	noun	章句
sector	noun	扇形
secularism	noun	世俗主义
secularity	noun	世俗主义
secularization	noun	世俗化
secure	adjective	保險
securely	adverb	平安
security	noun	安全|质权|證券
sedevacantism	noun	宗座缺出论
sedge warbler	noun	水蒲苇莺
sedimentation	noun	沉积
sedition	noun	暴动
sednoid	noun	类塞德娜天体
seduce	verb	勾引
seductive	adjective	迷人
see	verb	看|见
see through	verb	否
see you		再見
see you later		一会儿见
see you soon		一会儿见
seed	noun	种子|種子
seedling	noun	实生苗
seedy	adjective	不好|垢
seek	verb	寻找
seek a knot in a bulrush	verb	自尋煩惱
seel	verb	眼
seem	verb	好像
seemly	adjective	合适
seep	noun	矿区
seer	noun	先见者
seesaw	noun	槓桿
seethe	verb	煮
segment	noun	线段
seisin	noun	天气
seism	noun	地震
seismic wave	noun	地震波
seismograph	noun	地震儀
seismology	noun	地震学
seismometer	noun	地震儀
seitan	noun	面筋
seize	verb	接|没收
seize the day	verb	及时行乐
seizure	noun	危机|袭击
selcouth	adjective	奇妙
seldom	adverb	偶尔
selection	noun	選擇
selenite	noun	透石膏
selenium	noun	硒
selenology	noun	月球学
self	noun	自我
self-censorship	noun	自我審查
self-confident	adjective	安全
self-contained	verb	自主
self-criticism	noun	检讨
self-defense	noun	自卫
self-deprecation	noun	自嘲
self-discipline	noun	自律
self-educated	adjective	自学
self-employed	adjective	自主
self-employment	noun	自主
self-explanatory	adjective	明白
self-fulfilling prophecy	noun	自我应验预言
self-government	noun	自治权
self-hatred	noun	自我厌恶
self-immolate	verb	自焚
self-important	adjective	有效
self-mockery	noun	自嘲
self-opinionated	adjective	顽固的
self-portrait	noun	自画像
self-possessed	adjective	平安
self-possession	noun	平
self-reliant	adjective	機靈
self-service	noun	自助
self-sufficiency	noun	自治權
self-willed	adjective	任性
selfheal	noun	岩鷚屬
selfhood	noun	性格
selfie stick	noun	自拍杆
selfish	adjective	私
sell	verb	卖|被賣出|傳遞|耍弄
seller	noun	賣方
selling point	noun	好处
selling price	noun	售价
semantic	adjective	语义
semantic field	noun	语义场
semantics	noun	语义学
semaphore	noun	紅綠燈|信号机
semblance	noun	相象
semen	noun	精液
semester	noun	學期
semibreve	noun	全音符
semicircle	noun	半圆
semicolon	noun	分号
semiconductor	noun	半导体
seminal	adjective	种子|曾
seminar	noun	神學院
