lemma	part_of_speech	translations
吐林	noun	Италия|Турин|г.
吐根	noun	Psycnolria|Stokes|ipecmuanha|бот.|ипекакуана|корень
吐棄	noun	выплёвывать|извергать|от...|отбрасывать|отказываться
吐款	noun	было|выкладывать|дело|как|правду|сообщать
吐決	noun	действенный|действий|образ|план|предлагать|представлять
吐沫	noun	пена|плевать|слюна|сплёвывать
吐涎	noun	пускать|слюна|слюну
吐渾	noun	IX—X|Внутренней|Монголии|Шаньси|вв.|и
吐瀉	noun	и|понос|рвота
吐火羅	noun	Азии|Афганистана|Сев.|Ср.|Таджикистана|Тохаристан
吐煙	noun	дым|дыма|дымиться|извергать|клубы|опиумный
吐痰	noun	мокроту|откашливать|отхаркивать|плевать
吐發	noun	блистать|быть|выделять|испускать|красотой|напр.
吐盒	noun	плевательница
吐眩	noun	6олезни|головокружением|и|морской|напр.|при
吐穗	noun	колоситься|колошение|с.-х.
吐突	noun	Туту|фамилия
吐納	noun	ввоз|вывоз|грузов|даосов|дыхательные|и
吐納量	noun	напр.|порта|пропускная|способность
吐絢	noun	всеми|играть|красками|переливаться|радуги|цветами
吐絲	noun	выделять|завивать|кокон|нить|о|прясть
吐綬	noun	Meìeagris|galtopavo|зоол.|индейка|индюк
吐綬雞	noun	Meìeagris|galtopavo|зоол.|индейка|индюк
吐綬鳥	noun	Meìeagris|galtopavo|зоол.|индейка|индюк
吐翕	noun	дыхание|дышать
吐翠	noun	выпускать|давать|о|побеги|почки|поэт.
吐舌	noun	высовывать|изумляться|от|поражаться|удивления|язык
吐芒	noun	давать|побеги|прорастать
吐花	noun	давать|расцветать|цветы
吐芳	noun	аромат|благоухать|источать
吐苦水	noun	горести|изливать|обр.|свои
吐萬	noun	Тувань|фамилия
吐葩	noun	бутоны|выпускать|давать|расцветать
吐藥	noun	см.|吐劑
吐血癥	noun	кровохаркание|мед.
吐西	noun	Туси|фамилия
吐言	noun	говорить|рассказывать
吐話	noun	заговорить|рассказать
吐賀	noun	Тухэ|фамилия
吐辭	noun	книжн.|см.|吐話
吐酸	noun	отрыгивать|отрыжка|срыгивать
吐鐵	noun	Bulla|chinensis|брюхоногий|зоол.|моллюск
吐餶	noun	или|костяными|металлическими|пояс|с|стар.
吐魯番	noun	Turpan|КНР|Синьцзян-Уйгурский|Турфан|авт.|г.
吐魯番窪地	noun	КНР|Синьцзян-Уйгурский|Турфанская|авт.|котловина|р-н
吐鳳	noun	создать|шедевр
向上一著	noun	будд.|достижение|полного|предел|прозрения|совершенства
向上一路	noun	будд.|достижение|полного|предел|прозрения|совершенства
向上爬	noun	избираться|лестнице|наверх|общественной|по
向例	noun	как|обычай|обычно|обычный|порядок|правило
向傷性	noun	бот.|травмотропизм
向光性	noun	биол.|фототропизм
向兒	noun	направление|устремление|цель
向前	noun	вперед|перед|прямо|собой
向午	noun	к|полдень|полудню
向右	noun	воен.|команда|направо
向善	noun	добру|к|склонность|стремиться
向地性	noun	бот.|геотропизм
向壁虛構	noun	us|брать|в|выдумывать|вымысел|высасывать
向壁虛造	noun	us|брать|в|выдумывать|вымысел|высасывать
向外	noun	вовне|за|наружу|пределы|распространяться|чего-л.
向导	noun	гид|проводить|проводник|путеводитель
向左	noun	воен.|команда|налево
向平	noun	Пина|Сян|в|детей|желание|женитьбы
向年	noun	в|год|году|годы|прежние|прошлом
向心	noun	тех.|физ.|центростремительный
向性	noun	бот.|тропизм
向慕	noun	кем-л.|мечтать|о|обожать|перед|преклоняться
向搨	noun	Тан|копировать|помощью|просвечивания|с|эпохи
向斜層	noun	геол.|синклиналь|синклинальный|слой
向斜谷	noun	геогр.|долины|синклинальные
向日	noun	былые|в|время|дни|прежнее|прошлые
向日葵	noun	подсо́лнечник|подсо́лнух
向日葵子	noun	подсо́лнечное се́мечко|се́мечки
向日葵油	noun	подсо́лнечное ма́сло
向晨	noun	к|перед|рассветом|утру
向景	noun	и|тень|эхо
向曉	noun	к|перед|рассветом|утру
向格	noun	аллати́в|аллати́вный паде́ж
向榮	noun	бурно|о|поэт.|пышно|растении|расцветать
向氣性	noun	аэротропизм|биол.
向水	noun	pum.|в|воду|знак|магометан|могилой
向水性	noun	бот.|гидротропизм
向流性	noun	бот.|реотропизм
向火	noun	греться|огня|у
向火乞兒	noun	к|местечку|подхалим|примазавшийся|приспособленец|тёплому
向然	noun	грохотать|грохотом|гулкий|гулко|с
向用	noun	всей|душой|напр.|пользоваться|предаваться|счастьем
向當兒	noun	в|выход|жизни|затруднений|из|избавиться
向盤	noun	компас|уст.
向章	noun	обычай|правило|прежнее|сложившаяся|старый|традиция
向者	noun	давно|когда-то|некогда|прежде|ранее|уст.
向背	noun	антипатия|и|измена|оппозиция|преданность|противодействие
向背運動	noun	бот.|отрицательный|фототропизм
向著	noun	быть|к|кому-л.|на|покровительствовать|расположенным
向藥性	noun	бот.|хемотропизм|химиотропизм
向道	noun	быть|гидом|проводником|путеводителем|служить
向量	noun	вектор|векторный|мат.
向量圖	noun	вектор-диаграмма|векторная|диаграмма
向量場	noun	векторное|мат.|поле
向陽院	noun	в|двор|деревне|китайской|новой|образцовое
向隅	noun	а|б|быть|в|знач.|испытывать
向非	noun	ycm.|будь|бы|если|не
向順	noun	быть|подчиняться|послушным
向風	noun	ветру|к|лицом|наветренный|повернуться
向風方	noun	наветренная|сторона
向風針	noun	флюгер
吒叉	noun	руки|складывать|скрещивать
吒叱	noun	в|гневно|кричать|негодовании|фыркать
吒吒	noun	зубами|от|стучать|холода
君上	noun	государь|правитель|суверен
君临	noun	над|править|управлять|царствовать
君主	noun	монарх|абсолютизм|властелин|государь|дочь|князь
君主國	noun	монархическая|монархия|страна
君位	noun	императорский|трон
君侯	noun	Вы|вежл.|государь|князь|мой|удельный
君側	noun	государя|знать|монарха|приближённые|придворная|свита
君合國	noun	государство|личной|унии
君嗣	noun	государя|наследник
君國	noun	возглавлять|государе|государством|монархическая|монархия|о
君士坦丁堡	noun	Константино́поль|Царьгра́д
君士坦司湖	noun	Боденское|Швейцария|оз.|озеро
君姑	noun	свекровь
君婦	noun	главная|государя|жена|императрица|старшая|царица
君子國	noun	Страна|государство|и|идеальное|идеальными|людей
君子花	noun	лотоса|цветы
君子鄉	noun	влияния|и|идеальных|как|людей|местность
君家	noun	Ваш|Ваша|вежл.|государя|дом|семья
君影草	noun	Convallaria|L.|majalis|бот.|ландыш|майский
君權	noun	власть|монархическая
君母	noun	главная|жена|отца|старшая
君火	noun	жар|кит.|мед.|от|сердца|сердце
君父	noun	государь|и|отец|перен.|старшие
君王	noun	государь|князь|монарх|обращение|почтительное|правитель
君石坦丁堡	noun	Константинополь|Турция|г.
君臣佐使	noun	в|второстепенные|главные|государь|и|их
君舅	noun	в|обращении|свёкор|снохи
君長	noun	высшее|высшие|глава|государь|и|лицо
吝嗇鬼	noun	скареда|скряга|скупердяй
吝情	noun	жадность|скупость
吝惜	noun	жадничать|жалеть|силы|скупиться|щадить
吝愛	noun	скаредничать|скаредный|скупиться|скупой|скупость
吝步	noun	в|гости|на|неохотно|подъём|тяжёлый
吝色	noun	выражение|лице|мина|на|недовольная|недовольства
吝顧	noun	взвешивать|обстоятельства|осторожный|тщательно
吞佔	noun	к|прибрать|присвоить|рукам
吞併	noun	аннексировать|насильственно|поглощать|присваивать|присоединять
吞倂	noun	аннексировать|насильственно|поглощать|присваивать|присоединять
吞刀吐火	noun	глотание|и|изрыгание|мечей|огня|старинные
吞劍技	noun	кит.|театр|шпагоглотание
吞吐	noun	выпускать|захватывать|и|извергать|поглощать|пропускать
吞吐量	noun	грузооборота|объём|порта
吞噬	noun	мед.|поглощать|проглатывать|фагоцитоз
吞嚥	noun	глотать
吞恨	noun	затаить|злобу|ненависть
吞摟	noun	завладеть|захватить|к|незаконно|прибрать|присвоить
吞服	noun	глотать|лекарство|пилюлю|принимать
吞款	noun	деньги|казённые|присвоить
吞氣	noun	даос.|дыхание|регулировать|сдерживать
吞氣症	noun	аэрофагия|мед.
吞沒	noun	завладевать|поглощать|присваивать
吞海	noun	в|далеко|заглатывать|замыслах|знач.|идущий
吞滅	noun	аннексировать|поглощать
吞煙	noun	опиумом|отравиться|с|самоубийства|целью
吞牛	noun	бахвалиться)|быка|в|держаться|знач.|обр.
吞納	noun	в|включать|охватывать|поглощать|себя
吞聲	noun	беззвучный|возглас|глотать|голос|молча|плач
吞舌	noun	молчание|полное|проглотить|хранить|язык
吞舟之魚	noun	корабль|огромная|проглотить|рыба|рыба-мастодонт|способная
吞袖子	noun	в|втянуть|рукава|руки|спрятать
吞金	noun	золотую|пластинку|проглотить|с|самоубийства|целью
吞雲吐霧	noun	курить|опиум|табак
吞食	noun	аннексировать|заглатывать|захватывать|поглощать|пожирать|проглатывать
吞鳳	noun	белого|в|литератора|о|обр.|проглоченного
吟口	noun	всех|на|напр.|о|популярных|стихах
吟嘯	noun	бессилия|вздыхать|досады|или|оттенком|с
吟壇	noun	арена|поприще|поэзии|поэтическое
吟客	noun	поэт.|стихотворец
吟弄	noun	воспевать|слагать|стихи
吟月	noun	в|воспевать|луне|луну|о|писать
吟猱	noun	вибрирующего|движение|для|звука|игре|инструментах
吟社	noun	литературное|объединение|поэтов|поэтов-единомышленников|содружество|союз
吟秋	noun	воспевать|осень
吟興	noun	вдохновение|подъём|поэтическое|творческий
吟詠	noun	декламировать|нараспев|читать
吟詩	noun	декламировать|стихи
吟諷	noun	декламировать|нараспев
吟風弄月	noun	в|ветер|воспевать|жизни|знач.|и
吠	noun	лай|га́вкать|ла́ять
吠檀多	noun	Vedanta|Вед|инд.|санскр.|филос.|школа
吠檀多派	noun	Vedanta|Вед|инд.|санскр.|филос.|школа
吠陀	noun	Veda|Веды|санскр.
吠雪	noun	Гуандун|лаять|на|о|пров.|снег
吡哆醇	noun	пиридоксин|хим.
吡哆醛	noun	пиридоксаль|хим.
吡醇素	noun	адермин|хим.
否决	noun	забаллотировать|отвергать|отклонять|проголосовать|против
否則	noun	а|в|если|иначе|не|противном
否塞	noun	глохнуть|заваливать|закупоривать|заполнять|хиреть
否定句	noun	грам.|отрицательное|предложение
否定詞	noun	грам.|отрицание
否泰	noun	«Пи»|«Тай»|гексаграммы|дурной|и|несчастный
否臧	noun	добро|зло|и|или|ложь|несчастье
否認	noun	не|опровергать|опровержение|оспаривать|отпираться|отрицание
否隔	noun	завалить|закрыть|заложить|и|непроходимый|огородить
吧了	noun	и|конце|на|предложения|только
吧兒吧兒	noun	говорить|лопотать|о|разглагольствовать|себе|трещать
吧吧	noun	беззвучно|болтать|бубнить|разевать|рот
吧呀	noun	детскому|звукоподражание|крику|разевать|рот
吧嗒	noun	бах|диал.|дух|курить|напр.|переводя
吧嗒嘴	noun	разевать|рот|широко
吧狗	noun	болонка|комнатная|пекинская|собачка
吧瞎	noun	врать|диал.|лгать
吧話	noun	детский|лепет
含光	noun	блистать|добродетелью|обладать|сверкать|талантами
含冤	noun	глотать|несправедливость|обиду|терпеть
含含	noun	густой|о|обильный|пышный|хлебах
含味	noun	наслаждаться|смаковать|что-л.|чём-л.
含咽	noun	в|держать|уме|утаивать
含哺鼓腹	noun	благосостоянием|брюху|быть|довольным|и|набивать
含垢	noun	и|позор|сносить|терпеть|унижение
含垢忍辱	noun	и|позор|сносить|терпеть|унижение
含容	noun	быть|вмещать|снисходительным|содержать|терпеливым|терпеть
含弘	noun	всеобщий|всеохватывающий|добродетели|о
含德	noun	нравственных|придерживаться|принципов
含忖	noun	мысленно|про|себя
含怒	noun	гнев|гневом|затаить|негодованием|с
含怨	noun	обида
含情	noun	будд.|влюблённо|живое|любовью|с|существо
含意	noun	многозначительный|скрытый|скрытым|смысл|смыслом|со
含族	noun	хамиты
含春	noun	весной|дышать|молодостью|счастьем
含桃	noun	Lindl.|Padus|pseudocerasus|бот.|вишня|ложновишнёвая
含殮	noun	в|вкладывать|готовить|драгоценность|его|и
含毫	noun	во|держать|кисть|обдумывая|рту|сочинение
含氣	noun	живое|существо
含氧酸	noun	кислородная|кислота|хим.
含氮	noun	азотистый
含水层	noun	водоносный|горизонт|пласт
含水物	noun	водный|гидрат|окисел|уст.|хим.
含水礬土	noun	боксит|мин.|необожжённый
含沙	noun	-|болезни|вызывавшее|животное|и|или
含沙下石	noun	бросать|в|вредить|знач.|и|камни
含油層	noun	нефтеносный|пласт
含油量	noun	масла|нефтеносность|нефти|содержание
含混	noun	кое-как|небрежный|невнятно|неопределённый|непонятно|неясно
含漱	noun	горло|полоскать|рот
含漱劑	noun	мед.|полоскание|полоскательное
含漿	noun	беззубка|моллюск
含灰量	noun	зольность
含熱量	noun	теплосодержание|физ.
含珠	noun	см.|含玉
含生	noun	живое|существо
含生草	noun	Anastatica|L.|hierochuntica|бот.|иерихонская|крепкоплодник
含礦	noun	геол.|рудоносный
含章	noun	блеск|достоинства|прятать|свои|свой|скрывать
含笑	noun	бутоне|в|знач.|магнолия|о|раскрываться
含笑花	noun	Andr.|Magnolia|fuscata|бот.|буроватая|магнолия
含筆	noun	см.|含毫
含糊	noun	см.|含胡
含羞	noun	в|смущаться|смущении|стыдливо
含義	noun	смысл|значение|содержание
含胎	noun	беременеть|оплодотворяться|плодоносить
含胡	noun	диал.|кое-как|небрежный|невнятный|нечленораздельный|нечёткий
含胡貨	noun	ненадёжный|подделка|подозрительный|товар|человек
含脂率	noun	жирномолочность|жирность
含臉	noun	безразличным|выражение|выражением|лица|равнодушное|с
含英咀華	noun	в|вникать|смысл|статьи|суть
含葩	noun	бутоны|давать|набухать|нести|почки
含蘊	noun	в|себе|таить
含血	noun	живое|живой|кровью|с|существо
含識	noun	будд.|живое|существо
含貝	noun	во|зубах|иметь|красивых|о|обр.
含酸量	noun	кислотность
含量	noun	количество|содержание
含金沙	noun	горн.|золотоносные|пески
含金率	noun	горн.|золотоносность
含靈	noun	будд.|душу|живые|имеющий|одушевлённые|род
含類	noun	будд.|живые|существа
含飴弄孫	noun	внуками|да|дел|до|забавляться|которым
听听	noun	гав-гав!|звукоподражание|лаю|собаки
吭哧	noun	дышать|мычать|тяжело
吭唧	noun	всхлипывать|хныкать
吭嗤	noun	произнести|пытаться|слова)
吭氣	noun	звук|издавать|проронить|слово
吭聲	noun	голос|подать|проронить|слово
吭聲兒	noun	голос|подать|проронить|слово
吮吸	noun	высасывать|сосать
吮味	noun	вкус|на|пробовать|смаковать
吮墨	noun	в|знач.|литературного|обдумывать|обр.|процессе
吮疽	noun	в|высасывать|гной|знач.|о|обр.
吮癰	noun	болячки|брезгуя|в|вылизывать|высасывать|геморрой
吮癰舐痔	noun	болячки|брезгуя|в|вылизывать|высасывать|геморрой
吱吱	noun	визгу|звукоподражание|писку|чириканью
吱吱聲	noun	визг|писк
吱哇	noun	гав-гав|диал.|лаять
吱啦	noun	бульканью|звукоподражание|курительной|трубки
吱嘍嘍	noun	звукоподражание|скрипу|шуршанью
吱扭	noun	дверей|звукоподражание|напр.|скрипу
吱歪	noun	выжатый|держаться|едва|истощённом|как|лимон
吱聲	noun	говорить|голосом|диал.|звук|подавать
吳儂	noun	Цзянсу|акцент|пров.|уроженец|усский
吳哥窟	noun	Ангко́р-Ва́т
吳姬	noun	Сучжоу|У|Цзи|дом|из|ист.
吳市吹篪	noun	У|базаре|в|дуть|знач.|на
吳撥四	noun	лютня|монгольская|хунбус|четырёхструнная
吳服	noun	мануфактура|ткани|шелка|яп.
吳歈	noun	У|востока|песни|страны
吳江派	noun	Мин|Уцзянская|драмы|лит.|муз.|школа
吳派	noun	У|Цзянсу|Цин|дин.|из|одна
吳淞零點	noun	Усунский|Янцзы|в|воды|нуль|подъёма
吳港	noun	Куре|Япония|г.
吳綾	noun	изготовления|месту|набивной|первоначального|по|усский
吳羊	noun	Ovis|argali|зоол.|овца-аргали
吳茱萸	noun	Dode|Evodia|officinalis|бот.|лекарственная|эводия
吳蒙	noun	см.|吳下阿蒙
吳蔡體	noun	У-Цай|ХШ|в|в.|жанр|жанра
吳裝	noun	Тан|У|дин.|живописи|краски|манера
吳語	noun	у
吳越同舟	noun	У|Юэ|в|жители|забывать|знач.
吳鉤	noun	изогнутым|лезвием|меч|мечей|род|с
吳門派	noun	Мин|Уманьская|дин.|сучжоуская|художников-пейзажистов|школа
吳音	noun	У|Цзянсу|Чжэцзян|гоон|диалект|иероглифов
吳頭楚尾	noun	У|Цзянси|Чу|а|голова|нынешней
吳鹽	noun	поваренная|соль|усекая
吵仗	noun	браниться|диал.|ссориться
吵兒巴火	noun	скандалить|шуметь
吵包子	noun	браниться|диал.|ссориться
吵吵	noun	гомонить|шуметь
吵喜	noun	в|возвещать|громко|ликовать|напр.|о
吵嘴	noun	браниться|препираться|ссориться
吵嚷	noun	галдеть|кричать|пререкаться|ссориться
吵子	noun	скандал|шум
吵家	noun	на|почве|семейная|семейной|ссора|ссориться
吵翻	noun	препираться|ссориться
吶吃	noun	мед.|негибкость|речи
吶吶	noun	заикаться|подбирать|слова
吸住	noun	вниманием|всосаться|завладеть|напр.|присосаться|увлечь
吸停脈	noun	мед.|парадоксальный|пульс
吸入器	noun	ингалятор|мед.
吸入法	noun	ингаляция|мед.
吸入麻醉	noun	ингаляционный|мед.|наркоз
吸出	noun	аспирация|мед.
吸出器	noun	аспиратор
吸力	noun	в|всасывающий|дымоходе|мех.|напр.|насосный
吸取	noun	вбирать|вдыхать|впитывать|всасывать|втягивать|извлекать
吸取唧筒	noun	водоподъёмный|всасывающий|насос
吸吮	noun	сосать
吸吸	noun	бегущий|мрачный|нестись|несущийся|о|печальный
吸呷	noun	быть|в|впитывать|жадно|себя|увлекаться
吸土機	noun	землесос|тех.
吸塵器	noun	пылесо́с
吸塵幾	noun	пылесос
吸墨紙	noun	бумага|бюварная|промокательная
吸引器	noun	аспиратор
吸引範圍	noun	данной|ж.-д.|или|магистрали|притяжения|сфера
吸引術	noun	аспирация|мед.
吸息	noun	дыхание
吸慮器	noun	всасывающий|фильтр
吸提	noun	десорбция|хим.
吸收主義	noun	назначении|наказаний|поглощения|при|принцип|юр.
吸收作用	noun	абсорбция|сорбция|хим.
吸收光譜	noun	поглощения|спектр|физ.|хим.
吸收劑	noun	абсорбент|абсорбер|поглотитель|хим.
吸收力	noun	поглощения|присасывающая|сила
吸收口	noun	аппарат|зоол.|насекомого|ротовой|сосущий
吸收器	noun	абсорбер|поглотитель|хим.
吸收塔	noun	абсорбционная|башня|поглотительная|тех.
吸收性	noun	абсорбирующая|абсорбирующий|абсорбции|абсорбция|обладающий|поглощение
吸收柱	noun	абсорбционная|колонна|поглотительная|хим.
吸收率	noun	биол.|усвояемость
吸收系統	noun	биол.|всасывающая|лимфатическая|поглощения|система
吸收胃	noun	желудок|зоол.|сосательный
吸收雜交	noun	гебридизация|облагораживающая|облагораживающее|породу|с.-х.|скрещивание
吸最類	noun	см.|吸蟲綱
吸木蟲	noun	Cryptophagus|decoratus|вид|жесткокрылых|зоол.|из
吸杯	noun	банка|мед.
吸枝	noun	боковой|бот.|отросток|побег
吸毒石	noun	змеиный|змеиных|камень|кит.|лечении|мед.
吸毒者	noun	джа́нки|на́рик|наркома́н|наркома́нка|объебо́с|объебо́ска
吸毛類	noun	см.|吸着類
吸氣劑	noun	газопоглотитель|геттер|хим.
吸氣器	noun	аспиратор|хим.
吸氣筒	noun	воздушный|насос
吸氣門	noun	в|впуска|всасывающий|клапан|мех.|моторе
吸氣音	noun	имплозивный|согласный|фон.
吸水井	noun	колодец|поглощающий|приёмный|тех.
吸水棉	noun	вата|гигроскопическая
吸水管	noun	всасывающая|мех.|труба
吸泥機	noun	землесос|тех.
吸泥船	noun	землесосный|снаряд
吸溼性	noun	см.|吸濕性
吸溼棉	noun	вата|гигроскопическая
吸溼水	noun	влага|вода|гигроскопическая
吸滴蟲類	noun	см.|吸着類
吸漿蟲	noun	вредитель|злаков|комарик|пшеничный
吸热	noun	поглощение|тепла|теплоусвоение|эндотермический
吸煙室	noun	кури́лка|кури́тельная
吸熱性	noun	эндотермический
吸留	noun	окклюдирование|окклюзия|физ.|хим.
吸盤	noun	присо́ска
吸磁針	noun	компасная|магнитная|стрелка
吸移管	noun	пипетка
吸管	noun	соло́минка|тру́бочка
吸管蟲	noun	Sipunculus|sp.|зоол.|сифонник
吸納	noun	вбирать|всасывать|поглощать|принимать
吸絲	noun	биол.|гаусторий
吸聲	noun	звукопоглощающий|звукопоглощение
吸聲材料	noun	звукопоглощающий|материал
吸胞	noun	биол.|гаптена|присоска
吸芽	noun	боковая|бот.|пазушная|почка
吸華絲	noun	Хань|дин.|инородцев|клейкий|от|поступал
吸菸服	noun	смокинг
吸著劑	noun	сорбент|хим.
吸著類	noun	Suctoria|зоол.|сосуны
吸藏	noun	окклюзия|физ.|хим.
吸蟲	noun	зоол.|сосальщик
吸蟲病	noun	мед.|трематодиаз|трематодоз
吸蟲綱	noun	Trematoda|зоол.|сосальщики|трематоды
吸蠅紙	noun	бумага|для|липкая|липучка|ловли|мух
吸血	noun	высасывать|кровь|сосать
吸血罐	noun	банка|кровососная|мед.
吸血蝠	noun	Desmodontes|зоол.|кровососы
吸血鬼	noun	вампи́р|вампи́рша|вурдала́к|упы́рь
吸角	noun	банка|кровоотсасывающий|медицинская|рожок
吸進	noun	вдыхать|вовлекать|впитывать|всасывать|поглощать
吸量管	noun	пипетка
吸門	noun	врата|глотка|кит.|мед.|пищеварительного|тракта
吸附	noun	адсорбировать|адсорбция|хим.
吸附作用	noun	адсорбция|физ.
吸附劑	noun	адсорбент|физ.
吸附器	noun	адсорбер|хим.
吸附性	noun	адсорбционная|способность|хим.
吸風	noun	вытяжной|тех.
吸風機	noun	вентилятор|вытяжной
吸風飲露	noun	аскетический|в|вести|ветром|жизни|знач.
吸食	noun	вдыхать|всасывать|курить
吸龍	noun	сифон|тех.|физ.
吹乾	noun	ветром|ветру|высушенный|высушить|иссушенный|на
吹了	noun	выхожу|дело|довольно!|игры|из|конец
吹來	noun	ветром|надувать|наносить|приносить
吹倒	noun	ветром|свалить|сдунуть
吹冷	noun	выветривать|выдувать|продувать|тепло
吹刮	noun	бушевать|ветре|дуть|о
吹刷	noun	продувание|продувать|продувка|тех.
吹勁	noun	к|любовь|хвастовство|хвастовству
吹動	noun	в|ветре|ветром|всколыхнуть|движение|о
吹吹腔	noun	Юньнань|бо|вокальные|мелодии|национальности|под
吹呼	noun	бранить|в|выдохнуть|гневе|дохнуть|дунуть
吹唇	noun	губами|ртом|свистеть
吹唬	noun	ворчать|ворчливо|выговаривать|диал.|нотации|с
吹唱	noun	духовых|и|игра|играть|инструментах|на
吹嘴	noun	бахвалиться|хвастаться
吹塑法	noun	посуды|прессовыдувание|производства|способ|стеклянной
吹大氣	noun	трепаться|хвалиться|хвастать
吹失	noun	ветром|выдувать|уносить
吹奏	noun	духовой|духовых|играть|инструментах|инструменте|музыкальном
吹奏樂	noun	духовая|музыка
吹工	noun	выдувальщик|дутью|мастер|напр.|по|стекла
吹弄	noun	духовых|играть|инструментах|музыкальных|но
吹彈	noun	духовые|и|играть|инструменты|об|оркестре
吹成	noun	выдувать|дутьё|стекло
吹手	noun	духовом|игрок|инструменте|музыкант|на|трубач
吹打的	noun	духовых|игрок|инструментах|музыкант|на|оркестрант
吹拂	noun	ветром|должность|колыхать|легко|обдувать|по
吹指	noun	в|пальцы|рот|свистеть|сунув|через
吹捧	noun	кого-л.|превозносить|рекламировать
吹捧者	noun	трубадур
吹掉	noun	выдуть|из|напр.|пепел|продуть|трубки
吹揚	noun	геол.|развевание|развевать
吹散	noun	развеивать|разгонять|раздувать
吹旁	noun	хвалиться|хвастаться
吹旺	noun	огонь|раздувать|разжигать
吹晾	noun	ветру|воздухом|на|просушивать|сушить
吹曬	noun	ветру|воздухе|высыхать|и|на|свежем
吹植	noun	всячески|выдвигать|поддерживать|рекомендовать
吹樂	noun	духовая|музыка
吹歌	noun	Китая|духовых|инструментальной|инструментах|мелодии|музыки
吹氣勝蘭	noun	ароматным|воздух|выдыхая|дыханием|её|красавице
吹求	noun	выискивать|к|мелочам|недостатки|придираться
吹沙	noun	акула
吹法螺	noun	Будде|Закона|будд.|в|во|время
吹泥船	noun	землесос|судно-землечерпалка
吹洗	noun	продувание|продувать|продувка|тех.
吹淨	noun	дочиста|продувать
吹滅	noun	гасить|задувать
吹火筒	noun	бамбуковая|для|огня|раздувания|сквозная|трубка
吹煉	noun	дутьё|конвертирование|конвертировать|продувка|тех.
吹煉期	noun	мет.|период|продувки
吹煉爐	noun	конвертер|мет.
吹熄	noun	задуть|потушить
吹燈	noun	довольно!|задуть|кончено!|лампу|погасить|хватит!
吹爍	noun	бессемерование|плавка|продувкой|тех.
吹爐	noun	бессемеровская|конвертер|печь
吹獎	noun	заискивать|льстить|подхалимничать
吹班	noun	ансамбль|музыкальный|оркестр
吹皺	noun	ветра|воды|дуновении|морщить|напр.|о
吹皺一池春水	noun	в|весеннюю|ветер|воду|дело?|до
吹笙	noun	играть|легонько|на|потягивать|свирели|смаковать
吹笛	noun	играть|на|свирели|флейте
吹筒	noun	бамбуковая|для|манок|огня|охотничий|раздувания
吹簫乞食	noun	базаре|биографии|выпрашивавшего|игрой|из|милостыню
吹糖人兒	noun	леденцы|сласти-фигурки|фигурные
吹綸	noun	вуаль|газ|тюль
吹綸絮	noun	вуаль|газ|тюль
吹綿蚧	noun	австралийский|желобчатый|зоол.|червец
吹腔	noun	в|духовых|инструментов|исполняемые|мелодии|сопровождении
吹臺	noun	безрезультатно|завершиться|закончиться|на|нет|неудачно
吹萬	noun	вселенной:|всё|выращивать|дыхании|живое|заботливо
吹落	noun	ветре|листья|напр.|о|сдувать|срывать
吹葭	noun	Китае|барометра|в|вместо|выдувать|древнем
吹藥器	noun	инсуфлятор|мед.
吹號	noun	в|горн|напр.|протрубить|сигнал
吹蝕	noun	ветровая|геол.|развевание|эрозия
吹螺	noun	буддистов|в|во|время|или|поста
吹製	noun	выдувание|выдувать|выдувка|дутьё|напр.|стекло
吹製機	noun	выдувная|машина|тех.
吹襲	noun	ветра|порыв
吹角	noun	в|дуть|играть|на|рог|рожках
吹走	noun	выдувать|продуванием|удалять
吹通	noun	напр.|продуть|прочистить|трубку
吹釉	noun	глазури|метод|наведения|ни|распыление|фарфор
吹開	noun	ветре|ветром|настежь|о|под|раскрывать
吹雲	noun	в|ветре|гнать|жив.|живописи:|китайской
吹鞭	noun	для|дудка|кит.|муз.|напр.|пищи
吹風	noun	веером|вентилятор|ветру|на|под|продувать
吹風機	noun	фен
吹颱	noun	бушевать|ветре|дуть|о
吹鼓手	noun	барабанщики|и|или|музыканты|на|напр.
吻切軌道	noun	астр.|мгновенная|орбита|оскулирующая
吻合術	noun	анастомоз|мед.
吻士	noun	любитель|рассуждать|резонёр
吻猶黃	noun	губах|желторотый|молоко|на|не|обсохло
吻痕	noun	засо́с
吼叫	noun	диал.|звать|кричать|орать
吼怒	noun	гневаться|рыча
吼猴	noun	Mycetes|seniculus)|зоол.|ревун
吼猿	noun	Mycetes|seniculus|зоол.|ревун
吼生病	noun	астма|одышка|удушье
吼聲	noun	гневный|клич|перен.|рык|рёв
吼號	noun	вопль|гневный|громогласный|крик|рык|рёв
吽牙	noun	грызне|звукоподражание|собачьей
吾丘	noun	Уцю|фамилия
吾人	noun	мы
吾伊	noun	вслух|заучиванию|звукоподражание|зубрить|напевному|текста
吾們	noun	диал.|мы
吾儔	noun	мы
吾兄	noun	Вы|брат|друзьями|между|мой|старший
吾吾	noun	замешательства|м-гм|междометие|неожиданности|неудовлетворённости|самоотречение
吾徒	noun	в|компания|мой|мы|наша|стар.
吾愛	noun	дорогая|дорогой|любовь|мой|моя
吾曹	noun	мы
吾杖	noun	Хань|бронзовый|жезл|концами|позолоченными|с
吾與	noun	вместе|всё|находящееся|перен.|подобное|с
吾道	noun	где|для|древних|живёт|идёт|место
