lemma	part_of_speech	translations
欇欇	noun	Liquidambar|formosana|Напсе|бот.|дрожать|колебаться
欇殳	noun	диал.|цеп
權且	noun	временно|пока|покамест|что
權人	noun	влиятельный|могущественный|человек
權代	noun	временно|замещать|исполнять|обязанности
權令	noun	декрет|приказ|чрезвычайный
權任	noun	в|временно|должности|исполнять|обязанности|состоять
權佞	noun	власти|властолюбец|до|дорвавшийся|негодяй|низкий
權便	noun	к|обстановке|пользоваться|приспосабливаться|случаем|удобным
權係數	noun	весовой|коэффициент
權典	noun	временный|закон|чрезвычайный
權利	noun	пра́во|права́
權利刑	noun	лишение|прав|юр.
權利法案	noun	билль о [[право|права́х]]
權制	noun	авторитарный|верховной|власти|времени|государственной|организация
權力說	noun	Канту|гетерономия|по|филос.
權力鬥爭	noun	[[борьба́]] за власть
權勢	noun	власть|могущество|сила
權化	noun	Будде|бодисатве|будд.|воплощаться|воплощение|о
權厝	noun	в|во|временное|гроб|ожидании|покойного
權原	noun	источник|права|юр.
權右	noun	вельможа
權命	noun	верховная|верховное|власть|повеление
權埶	noun	см.|權勢
權士	noun	советчик|тонкий
權奇	noun	беге|замышлять|изумительный|искусный|лошади|неожиданный
權威說	noun	см.|權力說
權宗	noun	влиятельный|мира|род|сего|сильные
權宜	noun	временные|данного|для|к|мероприятия|наиболее
權家	noun	в|власть|влиятельные|военной|военный|дома
權富	noun	богачи|власть|и|имущие
權實	noun	будд.|бытия|и|истинное|истинной|обучение
權寵	noun	см.|權幸
權幸	noun	временщик|фаворит
權府	noun	двора|императора|ист.|особоуполномоченный|чрезвычайный|эмиссар
權度	noun	веса|длины|и|меры
權強	noun	властитель|властью|самодержавный|самодержец|своей|сильный
權悻	noun	временщик|фаворит
權戚	noun	влиятельная|родня
權攝	noun	ведать|временно|должность|замещать|чем-л.
權政	noun	авторитарное|управление
權教	noun	будд.|в|к|обучение|постоянному|преходящее
權數	noun	власти|гибкость|лавировать|полнота|умение
權斛	noun	веса|и|меры|объёма
權斷	noun	в|зависимости|обстановке|обстоятельств|от|принимать
權星	noun	Льва|Малого|Рыси|Цюаньсин|астр.|в
權時	noun	временно|время|на|пока|покамест
權智	noun	гибкость|к|применяться|случаю|умение
權柄單	noun	бумаг|залоге|именных|объявление|передаточное|при
權棅	noun	см.|權柄
權概	noun	веса|и|мера|мерило|меры|объёма
權標	noun	власти|жезл|знак|эмблема
權橫	noun	деспотизм|произвол|самодурство|самодурствовать|творить
權火	noun	в|видящие|время|все|его|жертвоприношения
權現	noun	см.|權化
權界	noun	см.|權限
權略	noun	находчивость|план|стратагема|хитрый
權當	noun	как...|рассматривать
權益	noun	законные|интересы|права
權秉	noun	см.|權柄
權秤	noun	безмен|весы|взвешивать|перен.|прям.
權稱	noun	безмен|весах|весы|взвешивать|власть|на
權縣	noun	взвешивать|оценивать
權能	noun	авторитет|влияние|правомочие|правоспособность|сила|юр.
權與	noun	государстве|мощный|о|союзник
權藉	noun	власти|власть|использование|к|на|обращаться
權術	noun	в|вести|дела|и|изощряться|политиканство
權衡	noun	Цюань-хэн|астр.|балансир|безмен|безмена|весы
權要	noun	важное|важный|высокий|высокое|дело|ключевая
權言	noun	обоснованное|судить|суждение|трезво
權計	noun	замысел|план|правителю|совет
權詐	noun	изощрённый|коварство|лукавство|обман
權詭	noun	замышлять|интрига|интриговать|хитрость
權謀	noun	комбинация|ловкий|план|расчёт|тонкая|хитрый
權謀家	noun	искусный|советчик|стратег|тактик|тонкий
權譎	noun	изворотливость|интриги|ловкость|тонкость|хитрость
權變	noun	гибкий|гибкость|изворотливый|к|лавировать|обстоятельствам
權豪	noun	влиятельная|персона|сильный|человек
權責	noun	долг|компетенция|ответственность|служебный
權貴	noun	аристократия|вельможа|влиятельный|знати|знатный|знать
權軸	noun	бразды|быть|властитель|держать|правителем|правитель
權輿	noun	давать|начало|начинаться|первые|перен.|побеги
權近	noun	близкий|к|кругам|правителю|правящим|приближённый
權道	noun	временное|вынужденная|мера|средство
權重	noun	власти|власть|деспотический|полнота|самовластный
權量	noun	веса|взвешивать|и|меры|объёма|сопоставлять
權閉	noun	см.|權厝
權首	noun	зачинатель|зачинщик|инициатор|инспиратор|инцидента|организатор
權骨	noun	анат.|кость|скуловая|скулы
欐佹	noun	нагромождаться|наслаиваться|опора|столп
欑宮	noun	захоронение|земли|императорское|на|поверхности
欒子	noun	близнецы
欒欒	noun	измождённый|изнурённый
欒荊	noun	в|вид|китайской|медицине|применяется|терновника
欒華	noun	Koelreuteria|Laxm.|paniculata|бот.|дерево|метельчатое
欖仁	noun	косточка|оливки
欖糖	noun	в|вываренная|густоты|для|до|замазывания
欖角	noun	без|косточек|маринованные|оливки
欖青	noun	оливковый|цвет
欖香	noun	ароматическое|вещество|дерева|из|оливкового|приготовляемое
欛柄	noun	в|действия|деле|для|зацепка|каком-л.
欞床	noun	кровать|ограждением|с
欞檻	noun	балюстрада|перила
欠主	noun	заимодавец|кредитор
欠佳	noun	дурной|недоброкачественный|плохой
欠債	noun	быть|долг|должным|задолжать
欠勵磁	noun	недовозбуждение
欠口	noun	зевать
欠單	noun	документ|долговая|долговой|расписка
欠好	noun	дурной|плохой
欠安	noun	испытывать|недомогание|нездоровым|себя|чувствовать
欠少	noun	не|недоставать|хватать
欠帖	noun	долговая|расписка
欠息	noun	Шанхай|банкирской|конторе|местн.|по|проценты
欠情	noun	бездушный|быть|в|долгу|неблагодарный|неблагодарным
欠情兒	noun	бездушный|быть|в|долгу|неблагодарный|неблагодарным
欠戶	noun	должник
欠據	noun	в|долговая|займа|получении|расписка
欠欠	noun	в|диал.|знак|подвинуться|приподняться|уважения
欠款	noun	быть|долги|должным|задолжать|задолженность
欠氣	noun	быть|тупым
欠爽	noun	невесёлый|хворый
欠申	noun	вдох|глубокий|делать|зевать|и|потягиваться
欠票	noun	долговая|расписка
欠稅	noun	недоимка
欠缺	noun	не|недоставать|недостаток|недостача|нехватка|хватать
欠負	noun	задолжать|задолженность
欠費	noun	денег|на|нехватка|расходы|целевые
欠資	noun	доплатной|неоплаченный
欠資信	noun	доплатное|письмо
欠資票	noun	доплатная|марка|почтовая
欠賬	noun	Шанхай|банкирской|задолжать|задолженность|конторе|местн.
欠身	noun	в|вытянуться|знак|привстать|приподняться|уважения
欠身兒	noun	в|вытянуться|знак|привстать|приподняться|уважения
欠通	noun	безграмотный|напр.|невразумительный|неграмотный|непонятный|неясный
欠錢	noun	быть|в|деньги|долгу|задолжать
欠項	noun	в|взятая|долг|задолженность|сумма
欠額	noun	задолженность|недоимка
欠餉	noun	войскам|жалованье|невыданный|невыплаченное|рацион|стар.
次之	noun	быть|в|втором|за|месте|на
次其	noun	быть|диал.|за|кому-л.|позади|следующий
次切距	noun	мат.|подкасательная
次印	noun	см.|次篆
次原子粒子	noun	субатомная части́ца
次大陸	noun	субконтинент
次妻	noun	второстепенная|жена|наложница
次子	noun	второй|сын
次官	noun	должностного|крупного|лица|министра|помощник|товарищ
次室	noun	наложница
次布	noun	второсортная|нестандартная|ткань
次席	noun	бамбука|веток|второе|дерева|за|занимать
次息	noun	второй|сын
次敘	noun	см.|次序
次數	noun	мат.|показатель|раз|степени|степень|частота
次數兒	noun	количество|раз
次料	noun	вторичное|сырьё
次於	noun	в|за|на|ночлег|остановиться|следующий
次早	noun	на|следующее|утро
次比	noun	порядок|последовательность|сопоставление|сопоставлять|сравнение|сравнивать
次氯酸	noun	кислота|хим.|хлорноватистая
次氯酸鉀	noun	калий|хим.|хлорноватистокислый
次氯酸鹽	noun	гипохлори́т
次水楊酸鉍	noun	висмут|салициловокислый|хим.
次法線	noun	мат.|поднормаль|субнормаль
次法距	noun	мат.|поднормаль|субнормаль
次清	noun	аспирированный|глухой|фон.
次濁	noun	и|полугласные|согласные|сонорные
次生林	noun	вторичный лес
次碳酸鉍	noun	висмут|основной|углекислый|фарм.|хим.
次磷酸	noun	кислота|фосфорноватистая|хим.
次章	noun	см.|次篆
次第	noun	в|дела|классифицировать|обстоятельства|очереди|по
次等	noun	второй|второсортный|сорт
次篆	noun	второе|имя|прозвище
次緒	noun	очередь|порядок|последовательность
次舍	noun	во|времени|гостиница|дворце|дежурного|дежурное
次貨	noun	второсортный|товар
次路	noun	будет|в|двух|для|дублирующий|если
次輅	noun	будет|в|двух|для|дублирующий|если
次長	noun	вице-министр|министра|товарищ
次韻	noun	их|на|обязательным|порядка|рифмах|с
欣企	noun	ожидать|радостью|с
欣合	noun	в|гармонии|сливаться|сходиться
欣幸	noun	отмечать|праздник|праздновать|радоваться|радостно|радость
欣快	noun	весёлость|весёлый
欣快症	noun	мед.|эйфория
欣忭	noun	радоваться
欣悉	noun	ознакомиться|рад|радостью|с|узнать|что
欣慰	noun	вполне|довольный|и|радостный|спокойный|удовлетворение
欣懌	noun	веселиться|радоваться|радость
欣戴	noun	благодарным|быть|выдвигать|выставлять|главой|и
欣暢	noun	ликовать|ликующий|счастливый
欣服	noun	подчиняться|радостью|с
欣欣	noun	весёлый|довольный|радостный
欣狎	noun	веселиться|неистовствовать|от|радоваться|радости
欣界	noun	будд.|и|мир|мудрости|радости|святости
欣羨	noun	для|другого|за|завидовать|и|радоваться
欣聞	noun	весть|радостная|радостью|с|узнать|услышать
欣說	noun	радоваться|радость
欣躍	noun	ликовать|от|прыгать|радости
欣逢	noun	к|кстати|по|поводу|праздника|пришлось
欨愉	noun	веселиться|радоваться|радостный|смеющийся
欬嗽	noun	кашель|кашлять
欬逆	noun	астма|закашляться|одышка
欲取先予	noun	в|вернуть|взять|дай|знач.|лихвой
欲取姑予	noun	в|вернуть|взять|дай|знач.|лихвой
欲圖	noun	задумывать|замысел|замышлять|к|стремиться|стремление
欲塹	noun	бездна|букв.|желаний|море|ров|страстей
欲待	noun	бы|желать|стремиться|хотелось
欲心	noun	желание|страсть
欲念	noun	горячая|желание|надежда|страстное|чаяние
欲惡	noun	и|или|любить|любовь|ненавидеть|ненависть
欲想	noun	будд.|желания|мысли|похотливые
欲愛	noun	будд.|возбуждаемая|любовь|органами|пятью|страстная
欲河	noun	будд.|в|вожделений|желаний|которой|можно
欲海	noun	будд.|желаний|море|страстей
欲火	noun	страсть|будд.|любовная|огонь|похоть|страстей
欲界	noun	Kāmadhatu|будд.|голодных|демонов|до|желаний
欲益反損	noun	а|в|вред|знач.|медвежью|обр.
欲箭	noun	будд.|вожделение|вред|желания|приносящее|стрела
欲要	noun	бы|сделать|собираться|хотелось|хотеть|что-л.
欲貪	noun	будд.|желание|страстное
欲速不达	noun	быстротой|гонишься|достигнешь|если|за|не
欷吁	noun	вздыхать|звукоподражание|о|ох|чём-л.
欷歔	noun	всхлипыванию|всхлипывать|звукоподражание
欺世盜名	noun	в|вводить|демагогией|достижения|заблуждение|заниматься
欺人	noun	кого-л.|надувательский|обижать|обманчивый|обманывать
欺人之談	noun	для|людей|обмана|очковтирательство|разговоры
欺侮	noun	оскорблять|третировать|унижать
欺凌	noun	обижать|оскорблять|притеснять
欺哄	noun	кого-л.|кому-л.|лгать|обманывать|одурачивать
欺壓	noun	третировать|угнетать
欺弄	noun	водить|глумиться|за|издеваться|нос|одурачивать
欺心	noun	обманывать|самообман|себя
欺惑	noun	в|вводить|заблуждение|обманывать|с|сбивать
欺瞞	noun	вост.|диал.|надувать|обижать|обманывать|обычно:
欺矇	noun	надувать|обман|обманывать
欺糊	noun	диал.|собраться|столпиться
欺紿	noun	лгать|обманывать
欺罔	noun	см.|欺騙
欺詒	noun	лгать|обманывать
欺誑	noun	обман|обмануть|одурачить
欺誕	noun	обманывать|приукрашать|хвастаться
欺誣	noun	в|вводить|заблуждение|обман|обманывать
欺謾	noun	надувать|напр.|обвешивать|обман|обманывать|обмеривать
欺負	noun	обижать|обманывать|третировать
欺軟怕硬	noun	бояться|и|обижать|сильных|слабых
欺辱	noun	оскорблять|позорить
欺陵	noun	обижать|оскорблять|притеснять
欺隱	noun	и|обман|обмануть|скрыть|юр.
欺魄	noun	глиняная|демона|лицом|маска|с|фигура
欻吸	noun	вдруг|внезапно|неожиданно
欻忽	noun	быстро|быстрый|поспешный|стремительно
欻拉	noun	жарящихся|звукоподражание|напр.|овощей|сырых|треску
欻然	noun	вдруг|внезапно|неожиданно
欽仰	noun	глубоко|почтением|проникнуться|уважать|чтить
欽佇	noun	благоговеть|в|восхищаться|думать|кем-л.|ком-л.
欽佩	noun	восторгаться|восхищаться|высоко|почитать|уважать|ценить
欽命	noun	высочайше|высочайшему|императорскому|назначенный|по|повелению
欽奉	noun	глубокого|получить|почтения|принять|с|уважения
欽定	noun	высочайше|е|заглавиях|книг|утверждённый|часто
欽察	noun	Золотая|Орда|ист.
欽察人	noun	ист.|кыпчаки|циньчажэнь
欽工	noun	высочайший|заказ|императорскому|по|повелению|работа
欽恤	noun	быть|в|и|к|мягко|наказаниях
欽挹	noun	восхищаться|кем-л.|почитать|уважать
欽敬	noun	благоговейно|благоговеть|повиноваться|почитать|с|уважать
欽明	noun	внушающий|всех|для|и|очевидный|покоряющий
欽欽	noun	динь-динь|думать|звенеть|и|колокола|надеяться
欽此	noun	быть|посему|эпист.
欽犯	noun	высочайшим|государственный|предаваемый|преступник|стар.|суду
欽賜	noun	высочайше|высочайший|императором|подарок|пожалованное|пожаловать
欽遲	noun	высоко|глубоко|уважать|чтить
款交	noun	дружба|искренние|искренняя|отношения
款伏	noun	вину|вины|докладная|офиц.|повинная|повинную
款兒	noun	автограф|вид|картине|книге|манера|на
款冬	noun	L.|Tussilago|farfara|бот.|грана|камчужная
款凍	noun	см.|款冬
款動	noun	грациозно|двигать|легко|передвигать|поднимать
款啟	noun	невежественный|неосведомлённый
款塞	noun	в|ворота|изъявляя|крепости|пограничной|покорность
款子	noun	денежная|деньги|средства|сумма
款客	noun	гостя|принимать|радушно
款密	noun	близкий|сердечный|тесный
款式	noun	мода|образец|стиль|фасон
款引	noun	повинной|с|явиться
款待	noun	обходиться|принимать|радушно|сердечно|угощать
款接	noun	см.|款待
款書	noun	автограф|картине|на|надпись|напр.|художника
款服	noun	в|и|искренне|подчиниться|правосудию|преступлении
款東	noun	см.|款冬
款案	noun	дело|запись|канц.|происшествия|протокол|уст.
款款	noun	искренний|лёгкий|медленный|неторопливый|охотный|радостный
款步	noun	медленная|медленно|медленный|плавный|походка|степенная
款洽	noun	быть|в|вежливый|дружеский|дружеских|жить
款狎	noun	дружить|сближаться
款留	noun	гостя|о|радушном|удерживать|хозяине
款目	noun	отдельными|параграф|расхода|расходы|рубрика|с
款襟	noun	беседе|беседовать|в|душам|душу|по
款要	noun	искренность|подлинные|чистосердечие|чувства
款言	noun	болтовня|вымысел|пустые|слова
款語	noun	беседовать|вежл.|вежливый|вести|душам|задушевный
款誠	noun	верный|искренний|искренность|чистосердечие|чистосердечный
款謝	noun	вежливо|отблагодарить
款識	noun	автограф|выпуклая|древних|и|картине|книге
款門	noun	в|ворога|двери|дома|кого-л.|навестить
款關	noun	в|визитом|впустить|дверь|закрытую|и
款附	noun	изъявлением|искренне|подчиниться|покорности|прийти|с
款項	noun	абзац|деньги|параграф|раздел|сметная|средства
款額	noun	денежная|количество|сметная|сметное|сумма
欿傺	noun	в|провалиться|уйти|упасть|яму
欿憾	noun	быть|досаду|неудовлетворённым|разочарование|чувствовать
欿然	noun	недовольно|недовольный|неудовлетворённый|раздосадованно|собой
歂孫	noun	Чжуаньсунь|фамилия
歃血	noun	договор|заключая|клятвенный|кровью|мазать|рта
歆歆	noun	восхититься|восхищённый|растроганный|тронутый
歆羨	noun	завидовать
歆豔	noun	завидовать
歇伏	noun	в|время|дневное|летом|не|отдыхать
歇作	noun	баста|вост.|диал.|довольно|хватит
歇前	noun	без|двор|зал|крытый|открытый|передней
歇勁	noun	быть|диал.|духом|падать|разочарованным
歇午	noun	в|отдыхать|полдень
歇嘴	noun	говорить|замолчать|перестать
歇坐	noun	вино|званых|каждых|на|обедах|перерывами
歇夏	noun	в|дела|летний|лето|на|не
歇宿	noun	на|ночевать|ночлег|останавливаться
歇山	noun	архит.|из|кит.|китайской|крыши|одна
歇心	noun	мечтать|перестать
歇息	noun	отдыхать|передышка
歇憩	noun	отдых|отдыхать
歇手	noun	на|отдых|прекращать|работу|уйти|устраниться
歇拍	noun	заключительная|куплета|муз.|песни|припев|сепай
歇指角	noun	в|кит.|ладу|мелодия|муз.|пятая
歇指調	noun	в|кит.|ладу|мелодия|муз.|сечжидяо
歇斯底里	noun	истери́я
歇斯替利	noun	см.|歇斯特里
歇晌兒	noun	обеденный|отдых|перерыв|полуденный|послеобеденный
歇枝	noun	в|год|данный|деревьях|иметь|о
歇枝兒	noun	в|год|данный|деревьях|иметь|о
歇業	noun	дело|прекратить|промышленное|торговое
歇欻	noun	высоты|из-за|неясный|отдалённости|слабый
歇歇兒	noun	передохнуть|передышку|сделать
歇泊	noun	на|причалить|стать|якорь
歇涼	noun	в|деревьев|напр.|насладиться|освежиться|отдохнуть
歇班	noun	быть|выходной|выходным|напр.|о|отдыхать
歇肩	noun	дать|ношу|отдых|плеч|плечам|с
歇腳	noun	в|отдохнуть|привал|пути|сделать
歇腳兒	noun	в|отдохнуть|привал|пути|сделать
歇腿	noun	см.|歇腳
歇腿兒	noun	см.|歇腳
歇艎	noun	крупное|плашкоут|речное|судно
歇虎	noun	диал.
歇處	noun	на|найти|пристанище|проживание|устроиться
歇頂	noun	лысеть|плешиветь
歇馬	noun	отдохнуть|привал|сделать
歇驕	noun	коротким|охотничья|с|собака|щипцом
歉意	noun	извинение|сожаление|эпист.
歉收	noun	бедный|голодный|плохой|сбор|урожай|хлеба
歉歲	noun	год|неурожайный
歉薄	noun	неурожайный|сбор|тощий|урожай
歊歊	noun	вырываться|наверх|напр.|о|паре
歊烝	noun	вверх|воздух|горячий|поднимающийся
歊霧	noun	пар|туман
歌兒	noun	мальчик-певец
歌兒篇子	noun	диал.|песенник
歌剧	noun	опера|муз
歌劇院	noun	опера|оперный|театр
歌功誦德	noun	воспевать|добродетели|и|напр.|народа|подвиги
歌功頌德	noun	воспевать|добродетели|и|напр.|народа|подвиги
歌吹	noun	и|играть|музыка|пение|петь
歌呼	noun	весь|во|голос|громко|петь|распевать
歌咏	noun	воспевать|пение|петь
歌唱家	noun	певец
歌喉	noun	голос|певца
歌嘔	noun	песню|песня|петь
歌圩	noun	куплеты-экспромты|местн.|национальности|у|чжуанцзы
歌女	noun	земляной|певичка-проститутка|червь
歌子	noun	ария|песня|романс
歌扇	noun	веер|кит.|которым|пении|при|прикрывали
歌手	noun	вокали́ст|вокали́стка|певе́ц|певи́ца
歌曲集	noun	песен|песенник|популярных|сборник
歌板	noun	для|дощечка|отбивания|пении|при|такта
歌樂	noun	и|музыка|пение
歌焰	noun	пламя|поющее|тех.
歌童	noun	мальчик-певец
歌筵	noun	банкет|певиц|певцов|пирушка|с|участием
歌管	noun	аккомпанемент|ария|и|музыка|пение|песня
歌羅西書	noun	Посла́ние к Коло́ссянам
歌聲	noun	звуки|пение|песни
歌臺舞榭	noun	зрелищные|подмостки|предприятия|сцена|эстрада
歌舞劇	noun	опера-балет
歌舞團	noun	ансамбль|и|песни|пляски
歌舞昇平	noun	вокруг|гладь|да|и|петь|плясать
歌舞片	noun	музыкально-хореографический|фильм
歌蜢	noun	Boliv.|Chrysochraon|japonicus|зоол.|из|саранчовых
歌行	noun	в|выла|гэсин|длиной|дотанскую|и
歌訣	noun	в|для|запоминания|или|легкости|песенной
歌詞	noun	текст|[[слово|слова́]] [[песня|пе́сни]]|ли́рика|слова́|текст [[песня|пе́сни]]
歌詠	noun	см.|歌咏
歌詠贊嘆	noun	воспевать|восхвалять|славословить
歌詠隊	noun	ансамбль|песни|хоровой
歌詩	noun	и|песни|распевать|стихи
歌誦	noun	воспевать|нараспев|прославлять|читать
歌謠	noun	народные|песни
歌謳	noun	песню|песня|петь
歌譜	noun	ноты|песни
歌鐘	noun	для|колокол|отбивания|песни|стар.|такта
歌館	noun	высшего|дин.|дом|класса|певиц|при
歌驪	noun	Хань|в|вороном|знач.|кем-л.|коне
歌鴝	noun	дрозд|певчий
歎服	noun	быть|восхищаться|напр.|покорённым|шедевром
歎賞	noun	восхищаться|хвалить
歐亞	noun	Азия|Евразия|Европа|и|сокр.
歐亞大陸	noun	Евра́зия
歐亞鴝	noun	заря́нка|мали́новка
歐人	noun	Фуцзянь.|Чжоу|Чжэцзян|вост.|дин.|европеец
歐元	noun	е́вро|евро
歐元區	noun	еврозо́на
歐刀	noun	меч|палача
歐刃	noun	меч|палача
歐分	noun	евроце́нт
歐利克那先期	noun	археол.|века|каменного|ориньякский|период|ранний
歐化	noun	европеизация|европеизировать|европейская|культура|сокр.|цивилизация
歐吐	noun	блевать|рвать|рвота|рвотный|тошнить
歐姆計	noun	омме́тр
歐幾里得	noun	Евкли́д|Эвкли́д
歐戰	noun	1914-1918|Европе|в|война|гг.|европейская
歐梅勒斯主義	noun	милетская|уст.|филос.|школа
歐椋鳥	noun	Sturnus|vulgaris|зоол.|обыкновенный|скворец
歐業	noun	возмущаться|начальника|не|отношением|со|соглашаться
歐歍	noun	рвать|рвота|тошнить
歐歐	noun	кукарекать|кукареку
歐波管	noun	гобой|уст.
歐洩	noun	и|понос|поносом|рвота|рвотой|страдать
歐洲	noun	Евро́па
歐登塞	noun	О́денсе
歐盟委員會	noun	Европейская коми́ссия
歐米伽	noun	оме́га
歐絲	noun	выделять|нить|о|шелкопрядах|шёлковую
歐羅巴	noun	Евро́па
歐羅巴人種	noun	европейская|европеоидная|раса
歐耳	noun	1/100|кроны|скандинавских|стран|ёре
歐芹	noun	омежник
歐苣	noun	цикорий
歐褚	noun	VI-VII|вв.|и|каллиграфии|классиков|корифеи
歐里庇得斯	noun	Еврипи́д
歐防風	noun	пастерна́к
歐風	noun	европейские|европейский|и|нравы|обычаи|стиль
歔欷	noun	всхлипывать
歙歙	noun	власть|имущим|к|льстивый|мелких|о
歙硯	noun	Аньхуй|Уюань|Шэ|в|добываемого|из
歙習	noun	близких|быть|в|ветре|влиянием|известным
歙肩	noun	низкопоклонничать|обр.|раболепствовать
歙赩	noun	багровый|красный
歡伯	noun	вине|князь|о|обр.|радости
歡勢	noun	весёлый|диал.|живой|жизнерадостный|подвижной
歡友	noun	близкий|друг|сердечный
歡呼	noun	возгласы|громкие|издавать|одобрение|приветственные|приветствия
歡呼聲	noun	возгласы|овация|радостные
歡喜佛	noun	Mandikesvara|Будда|Будде|Радостный|божеств|в
歡喜天	noun	Mandikesvara|Будда|Будде|Радостный|божеств|в
歡喜錢兒	noun	«на|в|желающего|наградные|награду|по
歡天喜地	noun	беспредельная|быть|в|восторге|восторженно|испытывать
歡奔亂跳	noun	быть|вне|восторга|и|исполненный|от
歡娛	noun	веселиться|забавы|радоваться|развлечения|удовольствия
歡客	noun	Hemerocallis|L.|flava|бот.|гость|красоднев
歡宴	noun	банкет|в|весёлый|давать|кого-л.|кому-л.
歡容	noun	весёлый|вид|выражение|довольное|лица|мина
歡心	noun	благосклонность|весёлое|настроение|радость|расположение|удовлетворение
歡心樂意	noun	быть|весёлым|довольным|и|мыслью|необычайно
歡忭	noun	восторженный|радостный
歡忻	noun	см.|歡欣
歡悅	noun	быть|довольным|испытывать|ликовать|радость
歡情	noun	весёлое|восторги|любви|наслаждения|настроение|радости
歡慶	noun	встречать|новобрачную|праздновать|принимать|радостно|свадьба
歡抃	noun	бить|быть|в|веселиться|восторженном|ладоши
歡暢	noun	весёлый|воодушевлением|горячо|радостно|радостный|с
歡會	noun	вечеринка|пирушка
歡楚	noun	веселье|горе|и|радость|скорбь
歡樂日	noun	день|радостный|счастливый
歡洽	noun	исполниться|ликования|наслаждаться|радоваться
歡然	noun	к|мнению|полный|присоединиться|радости|радостно
歡熱	noun	бурно|громко|диал.|пылко|сильно|шумно
歡燕	noun	банкет|весёлый|давать|пир|пировать|праздничный
歡狎	noun	бесцеремонная|дружба|интимные|отношения|связь
歡眉大眼	noun	весёлое|выражение|диал.|лица|радостный|счастливый
歡笑	noun	весело|весёлый|смех|смеяться
歡聚	noun	веселиться|веселья|весёлое|вместе|встреча|гулянье
歡舞	noun	от|плясать|радости
歡虎兒	noun	веселящийся|возбуждённом|о|обр.|от|радости
歡說	noun	см.|уст.|歡悅
歡跑	noun	бежать|быстро|всех|лететь|ног|от
歡蹦亂跳	noun	восторга|и|исполненный|от|прыгать|радости
歡躍	noun	ликование|ликовать|от|прыгать|радости|танцевать
歡迎會	noun	в|кого-л.|приветственное|приём|собрание|торжественный
歡迎詞	noun	на|напр.|приветственное|приветствие|слово|собрании
歡送	noun	почётом|проводы|провожать|с
歡送會	noun	проводы|торжественные
歡鄰	noun	держава|дружественная
歡門	noun	дверь|дома|или|напр.|по|радостного
歡顏	noun	довольное|лицо|радостное
歡顏變怒	noun	в|гнев|измениться|лице|на|радость
歡飲	noun	банкет|банкете|в|весёлый|пир|пировать
歡騰	noun	весёлое|возбуждение|испытать|испытываемого|ликование|оживление
歡龍	noun	веселящийся|возбуждённом|дракон|о|обр.|от
止住	noun	останавливаться|переставать|прерываться
止動	noun	останавливать|стопорить|стопорный|тормозить
止動器	noun	стопор|тех.
止動器爪	noun	стопор|тех.
止咳	noun	см.|止嗽
止善	noun	в|добре|достигать|совершенства|утверждаться
止嗽	noun	кашель|останавливать
止嗽藥	noun	кашля|от|средство
止嘔劑	noun	мед.|против|рвотоостанавливающее|рвоты|средство
止回閥	noun	задерживающий|клапан|тех.
止境	noun	конец|конечный|предел|пункт
止妒	noun	зависть|подавлять|подозрения|рассеивать|ревнивые
止妬	noun	см.|止妒
止得	noun	возможно|единственное|и|лишь|остаётся|предпочитать
止息	noun	останавливать|переставать|прекращать
止憩	noun	делать|отдыхать|передышку
止戈	noun	войне|войну|класть|конец|прекращать
止戈為武	noun	Воинственного|У-вана|Шан/Инь|агрессора|благоденствия|в
止戰	noun	военные|войне|действия|класть|конец|прекращать
止戾	noun	в|держаться|жизни|на|стоять|твёрдо
止扬	noun	Гегелю|по|снятие|филос.
止暴	noun	насилие|останавливать|пресекать|произвол
止殺	noun	останавливать|препятствовать|убийство|убийству
止水	noun	вода|стоячая
止泊	noun	находить|поэт.|пристанище
止瀉藥	noun	закрепляющее|мед.|средство
止火	noun	огонь|тушить
止留	noun	гостя|задерживаться|напр.|оставаться|оставлять|удерживать
止疼藥	noun	болеутоляющее|средство
止痛藥	noun	болеутоляющее|мед.
止立	noun	бездействии|в|движение|неподвижно|останавливаться|прекращать
止竟	noun	в|конечном|конце|концов|среднекит.|счёте
止肩	noun	давать|ношу|отдых|разгибать|с|себе
止脫窯	noun	XIV|Чжито|Юань|в.|времён|гончарни
止舍	noun	на|останавливаться|отдых
止血劑	noun	кровоостанавливающее|мед.|средство
止血帶	noun	жгут
止血法	noun	кровотечения|мед.|остановки|способы
止血綿	noun	вата|кровоостанавливающая|мед.
止血藥	noun	кровоостанавливающее|мед.|средство
止詞	noun	глагола|грам.|дополнение|конечное|объект|прямое
止談風月	noun	вести|ветре|дел|и|касающийся|лишь
止謗	noun	бороться|клеветой|клевету|пресекать|с
止足	noun	вовремя|знать|остановиться|предел|свой
止蹕	noun	в|знач.|императоре|на|об|обр.
止軍	noun	войска|останавливать|поход|прекращать
止過	noun	ошибку|предотвращать|проступок
止遏	noun	останавливать|подавлять|пресекать
止邪	noun	злу|класть|пороки|предел|пресекать
止酒	noun	бросить|вино|пить
止頓	noun	задерживаться|останавливаться
止點	noun	конечный|пункт
正丁	noun	III|в.|душа|ист.|налогом|обложению
正三角形	noun	равносторо́нний треуго́льник
正业	noun	занятие|основное|постоянная|профессия
正中下懷	noun	быть|душе|желаниям|заветным|мечтам|отвечать
正事	noun	дело|надлежащее|правое|серьёзное
正二八經	noun	см.|正南巴北
